Federación;Deportistas;Sexo;periodo;Total
Atletismo;Valores absolutos;Hombres;2015;87
Atletismo;Valores absolutos;Hombres;2014;80
Atletismo;Valores absolutos;Hombres;2013;114
Atletismo;Valores absolutos;Hombres;2012;100
Atletismo;Valores absolutos;Hombres;2011;97
Atletismo;Valores absolutos;Hombres;2010;87
Atletismo;Valores absolutos;Hombres;2009;111
Atletismo;Valores absolutos;Hombres;2008;97
Atletismo;Valores absolutos;Hombres;2007;91
Atletismo;Valores absolutos;Hombres;2006;37
Atletismo;Valores absolutos;Hombres;2005;32
Atletismo;Valores absolutos;Mujeres;2024;177
Atletismo;Valores absolutos;Mujeres;2023;167
Atletismo;Valores absolutos;Mujeres;2022;162
Atletismo;Valores absolutos;Mujeres;2021;145
Atletismo;Valores absolutos;Mujeres;2020;118
Atletismo;Valores absolutos;Mujeres;2019;109
Atletismo;Valores absolutos;Mujeres;2018;99
Atletismo;Valores absolutos;Mujeres;2017;77
Atletismo;Valores absolutos;Mujeres;2016;63
Atletismo;Valores absolutos;Mujeres;2015;51
Atletismo;Valores absolutos;Mujeres;2014;52
Atletismo;Valores absolutos;Mujeres;2013;59
Atletismo;Valores absolutos;Mujeres;2012;52
Atletismo;Valores absolutos;Mujeres;2011;48
Atletismo;Valores absolutos;Mujeres;2010;42
Atletismo;Valores absolutos;Mujeres;2009;45
Atletismo;Valores absolutos;Mujeres;2008;38
Atletismo;Valores absolutos;Mujeres;2007;42
Atletismo;Valores absolutos;Mujeres;2006;11
Atletismo;Valores absolutos;Mujeres;2005;17
Atletismo;Porcentaje;TOTAL;2024;100,0
Atletismo;Porcentaje;TOTAL;2023;100,0
Atletismo;Porcentaje;TOTAL;2022;100,0
Atletismo;Porcentaje;TOTAL;2021;100,0
Atletismo;Porcentaje;TOTAL;2020;100,0
Atletismo;Porcentaje;TOTAL;2019;100,0
Atletismo;Porcentaje;TOTAL;2018;100,0
Atletismo;Porcentaje;TOTAL;2017;100,0
Atletismo;Porcentaje;TOTAL;2016;100,0
Atletismo;Porcentaje;TOTAL;2015;100,0
Atletismo;Porcentaje;TOTAL;2014;100,0
Atletismo;Porcentaje;TOTAL;2013;100,0
Atletismo;Porcentaje;TOTAL;2012;100,0
Atletismo;Porcentaje;TOTAL;2011;100,0
Atletismo;Porcentaje;TOTAL;2010;100,0
Atletismo;Porcentaje;TOTAL;2009;100,0
Atletismo;Porcentaje;TOTAL;2008;100,0
Atletismo;Porcentaje;TOTAL;2007;100,0
Atletismo;Porcentaje;TOTAL;2006;100,0
Atletismo;Porcentaje;TOTAL;2005;100,0
Atletismo;Porcentaje;Hombres;2024;56,7
Atletismo;Porcentaje;Hombres;2023;58,4
Atletismo;Porcentaje;Hombres;2022;58,1
Atletismo;Porcentaje;Hombres;2021;56,7
Atletismo;Porcentaje;Hombres;2020;61,1
Atletismo;Porcentaje;Hombres;2019;60,5
Atletismo;Porcentaje;Hombres;2018;59,8
Atletismo;Porcentaje;Hombres;2017;63,3
Atletismo;Porcentaje;Hombres;2016;64,2
Atletismo;Porcentaje;Hombres;2015;63,0
Atletismo;Porcentaje;Hombres;2014;60,6
Atletismo;Porcentaje;Hombres;2013;65,9
Atletismo;Porcentaje;Hombres;2012;65,8
Atletismo;Porcentaje;Hombres;2011;66,9
Atletismo;Porcentaje;Hombres;2010;67,4
Atletismo;Porcentaje;Hombres;2009;71,2
Atletismo;Porcentaje;Hombres;2008;71,9
Atletismo;Porcentaje;Hombres;2007;68,4
Atletismo;Porcentaje;Hombres;2006;77,1
Atletismo;Porcentaje;Hombres;2005;65,3
Atletismo;Porcentaje;Mujeres;2024;43,3
Atletismo;Porcentaje;Mujeres;2023;41,6
Atletismo;Porcentaje;Mujeres;2022;41,9
Atletismo;Porcentaje;Mujeres;2021;43,3
Atletismo;Porcentaje;Mujeres;2020;38,9
Atletismo;Porcentaje;Mujeres;2019;39,5
Atletismo;Porcentaje;Mujeres;2018;40,2
Atletismo;Porcentaje;Mujeres;2017;36,7
Atletismo;Porcentaje;Mujeres;2016;35,8
Atletismo;Porcentaje;Mujeres;2015;37,0
Atletismo;Porcentaje;Mujeres;2014;39,4
Atletismo;Porcentaje;Mujeres;2013;34,1
Atletismo;Porcentaje;Mujeres;2012;34,2
Atletismo;Porcentaje;Mujeres;2011;33,1
Atletismo;Porcentaje;Mujeres;2010;32,6
Atletismo;Porcentaje;Mujeres;2009;28,8
Atletismo;Porcentaje;Mujeres;2008;28,1
Atletismo;Porcentaje;Mujeres;2007;31,6
Atletismo;Porcentaje;Mujeres;2006;22,9
Atletismo;Porcentaje;Mujeres;2005;34,7
Automovilismo;Valores absolutos;TOTAL;2024;13
Automovilismo;Valores absolutos;TOTAL;2023;10
Automovilismo;Valores absolutos;TOTAL;2022;6
Automovilismo;Valores absolutos;TOTAL;2021;5
Automovilismo;Valores absolutos;TOTAL;2020;5
Automovilismo;Valores absolutos;TOTAL;2019;5
Automovilismo;Valores absolutos;TOTAL;2018;3
Automovilismo;Valores absolutos;TOTAL;2017;6
Automovilismo;Valores absolutos;TOTAL;2016;6
Automovilismo;Valores absolutos;TOTAL;2015;6
Automovilismo;Valores absolutos;TOTAL;2014;6
Automovilismo;Valores absolutos;TOTAL;2013;7
Automovilismo;Valores absolutos;TOTAL;2012;5
Automovilismo;Valores absolutos;TOTAL;2011;1
Automovilismo;Valores absolutos;TOTAL;2010;1
Automovilismo;Valores absolutos;TOTAL;2009;4
Automovilismo;Valores absolutos;TOTAL;2008;4
Automovilismo;Valores absolutos;TOTAL;2007;8
Automovilismo;Valores absolutos;TOTAL;2006;1
Automovilismo;Valores absolutos;TOTAL;2005;3
Automovilismo;Valores absolutos;Hombres;2024;12
Automovilismo;Valores absolutos;Hombres;2023;9
Automovilismo;Valores absolutos;Hombres;2022;5
Automovilismo;Valores absolutos;Hombres;2021;4
Automovilismo;Valores absolutos;Hombres;2020;4
Automovilismo;Valores absolutos;Hombres;2019;4
Automovilismo;Valores absolutos;Hombres;2018;3
Automovilismo;Valores absolutos;Hombres;2017;6
Automovilismo;Valores absolutos;Hombres;2016;6
Automovilismo;Valores absolutos;Hombres;2015;6
Automovilismo;Valores absolutos;Hombres;2014;6
Automovilismo;Valores absolutos;Hombres;2013;7
Automovilismo;Valores absolutos;Hombres;2012;5
Automovilismo;Valores absolutos;Hombres;2011;1
Automovilismo;Valores absolutos;Hombres;2010;1
Automovilismo;Valores absolutos;Hombres;2009;4
Automovilismo;Valores absolutos;Hombres;2008;4
Automovilismo;Valores absolutos;Hombres;2007;8
Automovilismo;Valores absolutos;Hombres;2006;1
Automovilismo;Valores absolutos;Hombres;2005;3
Automovilismo;Valores absolutos;Mujeres;2024;1
Automovilismo;Valores absolutos;Mujeres;2023;1
Automovilismo;Valores absolutos;Mujeres;2022;1
Automovilismo;Valores absolutos;Mujeres;2021;1
Automovilismo;Valores absolutos;Mujeres;2020;1
Automovilismo;Valores absolutos;Mujeres;2019;1
Automovilismo;Valores absolutos;Mujeres;2018;0
Automovilismo;Valores absolutos;Mujeres;2017;0
Automovilismo;Valores absolutos;Mujeres;2016;0
Automovilismo;Valores absolutos;Mujeres;2015;0
Automovilismo;Valores absolutos;Mujeres;2014;0
Automovilismo;Valores absolutos;Mujeres;2013;0
Automovilismo;Valores absolutos;Mujeres;2012;0
Automovilismo;Valores absolutos;Mujeres;2011;0
Automovilismo;Valores absolutos;Mujeres;2010;0
Automovilismo;Valores absolutos;Mujeres;2009;0
Automovilismo;Valores absolutos;Mujeres;2008;0
Automovilismo;Valores absolutos;Mujeres;2007;0
Automovilismo;Valores absolutos;Mujeres;2006;0
Automovilismo;Valores absolutos;Mujeres;2005;0
Automovilismo;Porcentaje;TOTAL;2024;100,0
Automovilismo;Porcentaje;TOTAL;2023;100,0
Automovilismo;Porcentaje;TOTAL;2022;100,0
Automovilismo;Porcentaje;TOTAL;2021;100,0
Automovilismo;Porcentaje;TOTAL;2020;100,0
Automovilismo;Porcentaje;TOTAL;2019;100,0
Automovilismo;Porcentaje;TOTAL;2018;100,0
Automovilismo;Porcentaje;TOTAL;2017;100,0
Automovilismo;Porcentaje;TOTAL;2016;100,0
Automovilismo;Porcentaje;TOTAL;2015;100,0
Automovilismo;Porcentaje;TOTAL;2014;100,0
Automovilismo;Porcentaje;TOTAL;2013;100,0
Automovilismo;Porcentaje;TOTAL;2012;100,0
Automovilismo;Porcentaje;TOTAL;2011;100,0
Automovilismo;Porcentaje;TOTAL;2010;100,0
Automovilismo;Porcentaje;TOTAL;2009;100,0
Automovilismo;Porcentaje;TOTAL;2008;100,0
Automovilismo;Porcentaje;TOTAL;2007;100,0
Automovilismo;Porcentaje;TOTAL;2006;100,0
Automovilismo;Porcentaje;TOTAL;2005;100,0
Automovilismo;Porcentaje;Hombres;2024;92,3
Automovilismo;Porcentaje;Hombres;2023;90,0
Automovilismo;Porcentaje;Hombres;2022;83,3
Automovilismo;Porcentaje;Hombres;2021;80,0
Automovilismo;Porcentaje;Hombres;2020;80,0
Automovilismo;Porcentaje;Hombres;2019;80,0
Automovilismo;Porcentaje;Hombres;2018;100,0
Automovilismo;Porcentaje;Hombres;2017;100,0
Automovilismo;Porcentaje;Hombres;2016;100,0
Automovilismo;Porcentaje;Hombres;2015;100,0
Automovilismo;Porcentaje;Hombres;2014;100,0
Automovilismo;Porcentaje;Hombres;2013;100,0
Automovilismo;Porcentaje;Hombres;2012;100,0
Automovilismo;Porcentaje;Hombres;2011;100,0
Automovilismo;Porcentaje;Hombres;2010;100,0
Automovilismo;Porcentaje;Hombres;2009;100,0
Automovilismo;Porcentaje;Hombres;2008;100,0
Automovilismo;Porcentaje;Hombres;2007;100,0
Automovilismo;Porcentaje;Hombres;2006;100,0
Automovilismo;Porcentaje;Hombres;2005;100,0
Automovilismo;Porcentaje;Mujeres;2024;7,7
Automovilismo;Porcentaje;Mujeres;2023;10,0
Automovilismo;Porcentaje;Mujeres;2022;16,7
Automovilismo;Porcentaje;Mujeres;2021;20,0
Automovilismo;Porcentaje;Mujeres;2020;20,0
Automovilismo;Porcentaje;Mujeres;2019;20,0
Automovilismo;Porcentaje;Mujeres;2018;0,0
Automovilismo;Porcentaje;Mujeres;2017;0,0
Automovilismo;Porcentaje;Mujeres;2016;0,0
Automovilismo;Porcentaje;Mujeres;2015;0,0
Automovilismo;Porcentaje;Mujeres;2014;0,0
Automovilismo;Porcentaje;Mujeres;2013;0,0
Automovilismo;Porcentaje;Mujeres;2012;0,0
Automovilismo;Porcentaje;Mujeres;2011;0,0
Automovilismo;Porcentaje;Mujeres;2010;0,0
Automovilismo;Porcentaje;Mujeres;2009;0,0
Automovilismo;Porcentaje;Mujeres;2008;0,0
Automovilismo;Porcentaje;Mujeres;2007;0,0
Automovilismo;Porcentaje;Mujeres;2006;0,0
Automovilismo;Porcentaje;Mujeres;2005;0,0
Bádminton;Valores absolutos;TOTAL;2024;22
Bádminton;Valores absolutos;TOTAL;2023;24
Bádminton;Valores absolutos;TOTAL;2022;24
Bádminton;Valores absolutos;TOTAL;2021;14
Bádminton;Valores absolutos;TOTAL;2020;20
Bádminton;Valores absolutos;TOTAL;2019;17
Bádminton;Valores absolutos;TOTAL;2018;16
Bádminton;Valores absolutos;TOTAL;2017;12
Bádminton;Valores absolutos;TOTAL;2016;12
Bádminton;Valores absolutos;TOTAL;2015;11
Bádminton;Valores absolutos;TOTAL;2014;4
Bádminton;Valores absolutos;TOTAL;2013;4
Bádminton;Valores absolutos;TOTAL;2012;4
Bádminton;Valores absolutos;TOTAL;2011;4
Bádminton;Valores absolutos;TOTAL;2010;3
Bádminton;Valores absolutos;TOTAL;2009;3
Bádminton;Valores absolutos;TOTAL;2008;2
Bádminton;Valores absolutos;TOTAL;2007;0
Bádminton;Valores absolutos;TOTAL;2006;0
Bádminton;Valores absolutos;TOTAL;2005;0
Bádminton;Valores absolutos;Hombres;2024;10
Bádminton;Valores absolutos;Hombres;2023;9
Bádminton;Valores absolutos;Hombres;2022;9
Bádminton;Valores absolutos;Hombres;2021;3
Bádminton;Valores absolutos;Hombres;2020;7
Bádminton;Valores absolutos;Hombres;2019;5
Bádminton;Valores absolutos;Hombres;2018;5
Bádminton;Valores absolutos;Hombres;2017;5
Bádminton;Valores absolutos;Hombres;2016;5
Bádminton;Valores absolutos;Hombres;2015;5
Bádminton;Valores absolutos;Hombres;2014;1
Bádminton;Valores absolutos;Hombres;2013;2
Bádminton;Valores absolutos;Hombres;2012;2
Bádminton;Valores absolutos;Hombres;2011;2
Bádminton;Valores absolutos;Hombres;2010;2
Bádminton;Valores absolutos;Hombres;2009;2
Bádminton;Valores absolutos;Hombres;2008;2
Bádminton;Valores absolutos;Hombres;2007;0
Bádminton;Valores absolutos;Hombres;2006;0
Bádminton;Valores absolutos;Hombres;2005;0
Bádminton;Valores absolutos;Mujeres;2024;12
Bádminton;Valores absolutos;Mujeres;2023;15
Bádminton;Valores absolutos;Mujeres;2022;15
Bádminton;Valores absolutos;Mujeres;2021;11
Bádminton;Valores absolutos;Mujeres;2020;13
Bádminton;Valores absolutos;Mujeres;2019;12
Bádminton;Valores absolutos;Mujeres;2018;11
Bádminton;Valores absolutos;Mujeres;2017;7
Bádminton;Valores absolutos;Mujeres;2016;7
Bádminton;Valores absolutos;Mujeres;2015;6
Bádminton;Valores absolutos;Mujeres;2014;3
Bádminton;Valores absolutos;Mujeres;2013;2
Bádminton;Valores absolutos;Mujeres;2012;2
Bádminton;Valores absolutos;Mujeres;2011;2
Bádminton;Valores absolutos;Mujeres;2010;1
Bádminton;Valores absolutos;Mujeres;2009;1
Bádminton;Valores absolutos;Mujeres;2008;0
Bádminton;Valores absolutos;Mujeres;2007;0
Bádminton;Valores absolutos;Mujeres;2006;0
Bádminton;Valores absolutos;Mujeres;2005;0
Bádminton;Porcentaje;TOTAL;2024;100,0
Bádminton;Porcentaje;TOTAL;2023;100,0
Bádminton;Porcentaje;TOTAL;2022;100,0
Bádminton;Porcentaje;TOTAL;2021;100,0
Bádminton;Porcentaje;TOTAL;2020;100,0
Bádminton;Porcentaje;TOTAL;2019;100,0
Bádminton;Porcentaje;TOTAL;2018;100,0
Bádminton;Porcentaje;TOTAL;2017;100,0
Bádminton;Porcentaje;TOTAL;2016;100,0
Bádminton;Porcentaje;TOTAL;2015;100,0
Bádminton;Porcentaje;TOTAL;2014;100,0
Bádminton;Porcentaje;TOTAL;2013;100,0
Bádminton;Porcentaje;TOTAL;2012;100,0
Bádminton;Porcentaje;TOTAL;2011;100,0
Bádminton;Porcentaje;TOTAL;2010;100,0
Bádminton;Porcentaje;TOTAL;2009;100,0
Bádminton;Porcentaje;TOTAL;2008;100,0
Bádminton;Porcentaje;TOTAL;2007;..
Bádminton;Porcentaje;TOTAL;2006;..
Bádminton;Porcentaje;TOTAL;2005;..
Bádminton;Porcentaje;Hombres;2024;45,5
Bádminton;Porcentaje;Hombres;2023;37,5
Bádminton;Porcentaje;Hombres;2022;37,5
Bádminton;Porcentaje;Hombres;2021;21,4
Bádminton;Porcentaje;Hombres;2020;35,0
Bádminton;Porcentaje;Hombres;2019;29,4
Bádminton;Porcentaje;Hombres;2018;31,3
Bádminton;Porcentaje;Hombres;2017;41,7
Bádminton;Porcentaje;Hombres;2016;41,7
Bádminton;Porcentaje;Hombres;2015;45,5
Bádminton;Porcentaje;Hombres;2014;25,0
Bádminton;Porcentaje;Hombres;2013;50,0
Bádminton;Porcentaje;Hombres;2012;50,0
Bádminton;Porcentaje;Hombres;2011;50,0
Bádminton;Porcentaje;Hombres;2010;66,7
Bádminton;Porcentaje;Hombres;2009;66,7
Bádminton;Porcentaje;Hombres;2008;100,0
Bádminton;Porcentaje;Hombres;2007;..
Bádminton;Porcentaje;Hombres;2006;..
Bádminton;Porcentaje;Hombres;2005;..
Bádminton;Porcentaje;Mujeres;2024;54,5
Bádminton;Porcentaje;Mujeres;2023;62,5
Bádminton;Porcentaje;Mujeres;2022;62,5
Bádminton;Porcentaje;Mujeres;2021;78,6
Bádminton;Porcentaje;Mujeres;2020;65,0
Bádminton;Porcentaje;Mujeres;2019;70,6
Bádminton;Porcentaje;Mujeres;2018;68,8
Bádminton;Porcentaje;Mujeres;2017;58,3
Bádminton;Porcentaje;Mujeres;2016;58,3
Bádminton;Porcentaje;Mujeres;2015;54,5
Bádminton;Porcentaje;Mujeres;2014;75,0
Bádminton;Porcentaje;Mujeres;2013;50,0
Bádminton;Porcentaje;Mujeres;2012;50,0
Bádminton;Porcentaje;Mujeres;2011;50,0
Bádminton;Porcentaje;Mujeres;2010;33,3
Bádminton;Porcentaje;Mujeres;2009;33,3
Bádminton;Porcentaje;Mujeres;2008;0,0
Bádminton;Porcentaje;Mujeres;2007;..
Bádminton;Porcentaje;Mujeres;2006;..
Bádminton;Porcentaje;Mujeres;2005;..
Baile Deportivo;Valores absolutos;TOTAL;2024;14
Baile Deportivo;Valores absolutos;TOTAL;2023;5
Baile Deportivo;Valores absolutos;TOTAL;2022;6
Baile Deportivo;Valores absolutos;TOTAL;2021;2
Baile Deportivo;Valores absolutos;TOTAL;2020;2
Baile Deportivo;Valores absolutos;TOTAL;2019;1
Baile Deportivo;Valores absolutos;TOTAL;2018;3
Baile Deportivo;Valores absolutos;TOTAL;2017;3
Baile Deportivo;Valores absolutos;TOTAL;2016;2
Baile Deportivo;Valores absolutos;TOTAL;2015;2
Baile Deportivo;Valores absolutos;TOTAL;2014;2
Baile Deportivo;Valores absolutos;TOTAL;2013;2
Baile Deportivo;Valores absolutos;TOTAL;2012;0
Baile Deportivo;Valores absolutos;TOTAL;2011;0
Baile Deportivo;Valores absolutos;TOTAL;2010;0
Baile Deportivo;Valores absolutos;TOTAL;2009;0
Baile Deportivo;Valores absolutos;TOTAL;2008;0
Baile Deportivo;Valores absolutos;TOTAL;2007;0
Baile Deportivo;Valores absolutos;TOTAL;2006;0
Baile Deportivo;Valores absolutos;TOTAL;2005;0
Baile Deportivo;Valores absolutos;Hombres;2024;6
Baile Deportivo;Valores absolutos;Hombres;2023;3
Baile Deportivo;Valores absolutos;Hombres;2022;3
Baile Deportivo;Valores absolutos;Hombres;2021;1
Baile Deportivo;Valores absolutos;Hombres;2020;1
Baile Deportivo;Valores absolutos;Hombres;2019;0
Baile Deportivo;Valores absolutos;Hombres;2018;1
Baile Deportivo;Valores absolutos;Hombres;2017;1
Baile Deportivo;Valores absolutos;Hombres;2016;1
Baile Deportivo;Valores absolutos;Hombres;2015;1
Baile Deportivo;Valores absolutos;Hombres;2014;1
Baile Deportivo;Valores absolutos;Hombres;2013;1
Baile Deportivo;Valores absolutos;Hombres;2012;0
Baile Deportivo;Valores absolutos;Hombres;2011;0
Baile Deportivo;Valores absolutos;Hombres;2010;0
Baile Deportivo;Valores absolutos;Hombres;2009;0
Baile Deportivo;Valores absolutos;Hombres;2008;0
Baile Deportivo;Valores absolutos;Hombres;2007;0
Baile Deportivo;Valores absolutos;Hombres;2006;0
Baile Deportivo;Valores absolutos;Hombres;2005;0
Baile Deportivo;Valores absolutos;Mujeres;2024;8
Baile Deportivo;Valores absolutos;Mujeres;2023;2
Baile Deportivo;Valores absolutos;Mujeres;2022;3
Baile Deportivo;Valores absolutos;Mujeres;2021;1
Baile Deportivo;Valores absolutos;Mujeres;2020;1
Baile Deportivo;Valores absolutos;Mujeres;2019;1
Baile Deportivo;Valores absolutos;Mujeres;2018;2
Baile Deportivo;Valores absolutos;Mujeres;2017;2
Baile Deportivo;Valores absolutos;Mujeres;2016;1
Baile Deportivo;Valores absolutos;Mujeres;2015;1
Baile Deportivo;Valores absolutos;Mujeres;2014;1
Baile Deportivo;Valores absolutos;Mujeres;2013;1
Baile Deportivo;Valores absolutos;Mujeres;2012;0
Baile Deportivo;Valores absolutos;Mujeres;2011;0
Baile Deportivo;Valores absolutos;Mujeres;2010;0
Baile Deportivo;Valores absolutos;Mujeres;2009;0
Baile Deportivo;Valores absolutos;Mujeres;2008;0
Baile Deportivo;Valores absolutos;Mujeres;2007;0
Baile Deportivo;Valores absolutos;Mujeres;2006;0
Baile Deportivo;Valores absolutos;Mujeres;2005;0
Baile Deportivo;Porcentaje;TOTAL;2024;100,0
Baile Deportivo;Porcentaje;TOTAL;2023;100,0
Baile Deportivo;Porcentaje;TOTAL;2022;100,0
Baile Deportivo;Porcentaje;TOTAL;2021;100,0
Baile Deportivo;Porcentaje;TOTAL;2020;100,0
Baile Deportivo;Porcentaje;TOTAL;2019;100,0
Baile Deportivo;Porcentaje;TOTAL;2018;100,0
Baile Deportivo;Porcentaje;TOTAL;2017;100,0
Baile Deportivo;Porcentaje;TOTAL;2016;100,0
Baile Deportivo;Porcentaje;TOTAL;2015;100,0
Baile Deportivo;Porcentaje;TOTAL;2014;100,0
Baile Deportivo;Porcentaje;TOTAL;2013;100,0
Baile Deportivo;Porcentaje;TOTAL;2012;..
Baile Deportivo;Porcentaje;TOTAL;2011;..
Baile Deportivo;Porcentaje;TOTAL;2010;..
Baile Deportivo;Porcentaje;TOTAL;2009;..
Baile Deportivo;Porcentaje;TOTAL;2008;..
Baile Deportivo;Porcentaje;TOTAL;2007;..
Baile Deportivo;Porcentaje;TOTAL;2006;..
Baile Deportivo;Porcentaje;TOTAL;2005;..
Baile Deportivo;Porcentaje;Hombres;2024;42,9
Baile Deportivo;Porcentaje;Hombres;2023;60,0
Baile Deportivo;Porcentaje;Hombres;2022;50,0
Baile Deportivo;Porcentaje;Hombres;2021;50,0
Baile Deportivo;Porcentaje;Hombres;2020;50,0
Baile Deportivo;Porcentaje;Hombres;2019;0,0
Baile Deportivo;Porcentaje;Hombres;2018;33,3
Baile Deportivo;Porcentaje;Hombres;2017;33,3
Baile Deportivo;Porcentaje;Hombres;2016;50,0
Baile Deportivo;Porcentaje;Hombres;2015;50,0
Baile Deportivo;Porcentaje;Hombres;2014;50,0
Baile Deportivo;Porcentaje;Hombres;2013;50,0
Baile Deportivo;Porcentaje;Hombres;2012;..
Baile Deportivo;Porcentaje;Hombres;2011;..
Baile Deportivo;Porcentaje;Hombres;2010;..
Baile Deportivo;Porcentaje;Hombres;2009;..
Baile Deportivo;Porcentaje;Hombres;2008;..
Baile Deportivo;Porcentaje;Hombres;2007;..
Baile Deportivo;Porcentaje;Hombres;2006;..
Baile Deportivo;Porcentaje;Hombres;2005;..
Baile Deportivo;Porcentaje;Mujeres;2024;57,1
Baile Deportivo;Porcentaje;Mujeres;2023;40,0
Baile Deportivo;Porcentaje;Mujeres;2022;50,0
Baile Deportivo;Porcentaje;Mujeres;2021;50,0
Baile Deportivo;Porcentaje;Mujeres;2020;50,0
Baile Deportivo;Porcentaje;Mujeres;2019;100,0
Baile Deportivo;Porcentaje;Mujeres;2018;66,7
Baile Deportivo;Porcentaje;Mujeres;2017;66,7
Baile Deportivo;Porcentaje;Mujeres;2016;50,0
Baile Deportivo;Porcentaje;Mujeres;2015;50,0
Baile Deportivo;Porcentaje;Mujeres;2014;50,0
Baile Deportivo;Porcentaje;Mujeres;2013;50,0
Baile Deportivo;Porcentaje;Mujeres;2012;..
Baile Deportivo;Porcentaje;Mujeres;2011;..
Baile Deportivo;Porcentaje;Mujeres;2010;..
Baile Deportivo;Porcentaje;Mujeres;2009;..
Baile Deportivo;Porcentaje;Mujeres;2008;..
Baile Deportivo;Porcentaje;Mujeres;2007;..
Baile Deportivo;Porcentaje;Mujeres;2006;..
Baile Deportivo;Porcentaje;Mujeres;2005;..
Baloncesto;Valores absolutos;TOTAL;2024;244
Baloncesto;Valores absolutos;TOTAL;2023;255
Baloncesto;Valores absolutos;TOTAL;2022;293
Baloncesto;Valores absolutos;TOTAL;2021;241
Baloncesto;Valores absolutos;TOTAL;2020;279
Baloncesto;Valores absolutos;TOTAL;2019;281
Baloncesto;Valores absolutos;TOTAL;2018;284
Baloncesto;Valores absolutos;TOTAL;2017;253
Baloncesto;Valores absolutos;TOTAL;2016;268
Baloncesto;Valores absolutos;TOTAL;2015;235
Baloncesto;Valores absolutos;TOTAL;2014;226
Baloncesto;Valores absolutos;TOTAL;2013;276
Baloncesto;Valores absolutos;TOTAL;2012;237
Baloncesto;Valores absolutos;TOTAL;2011;216
Baloncesto;Valores absolutos;TOTAL;2010;178
Baloncesto;Valores absolutos;TOTAL;2009;214
Baloncesto;Valores absolutos;TOTAL;2008;199
Baloncesto;Valores absolutos;TOTAL;2007;171
Baloncesto;Valores absolutos;TOTAL;2006;66
Baloncesto;Valores absolutos;TOTAL;2005;99
Baloncesto;Valores absolutos;Hombres;2024;131
Baloncesto;Valores absolutos;Hombres;2023;128
Baloncesto;Valores absolutos;Hombres;2022;154
Baloncesto;Valores absolutos;Hombres;2021;122
Baloncesto;Valores absolutos;Hombres;2020;143
Baloncesto;Valores absolutos;Hombres;2019;145
Baloncesto;Valores absolutos;Hombres;2018;145
Baloncesto;Valores absolutos;Hombres;2017;134
Baloncesto;Valores absolutos;Hombres;2016;139
Baloncesto;Valores absolutos;Hombres;2015;121
Baloncesto;Valores absolutos;Hombres;2014;120
Baloncesto;Valores absolutos;Hombres;2013;139
Baloncesto;Valores absolutos;Hombres;2012;117
Baloncesto;Valores absolutos;Hombres;2011;108
Baloncesto;Valores absolutos;Hombres;2010;88
Baloncesto;Valores absolutos;Hombres;2009;102
Baloncesto;Valores absolutos;Hombres;2008;100
Baloncesto;Valores absolutos;Hombres;2007;91
Baloncesto;Valores absolutos;Hombres;2006;20
Baloncesto;Valores absolutos;Hombres;2005;48
Baloncesto;Valores absolutos;Mujeres;2024;113
Baloncesto;Valores absolutos;Mujeres;2023;127
Baloncesto;Valores absolutos;Mujeres;2022;139
Baloncesto;Valores absolutos;Mujeres;2021;119
Baloncesto;Valores absolutos;Mujeres;2020;136
Baloncesto;Valores absolutos;Mujeres;2019;136
Baloncesto;Valores absolutos;Mujeres;2018;139
Baloncesto;Valores absolutos;Mujeres;2017;119
Baloncesto;Valores absolutos;Mujeres;2016;129
Baloncesto;Valores absolutos;Mujeres;2015;114
Baloncesto;Valores absolutos;Mujeres;2014;106
Baloncesto;Valores absolutos;Mujeres;2013;137
Baloncesto;Valores absolutos;Mujeres;2012;120
Baloncesto;Valores absolutos;Mujeres;2011;108
Baloncesto;Valores absolutos;Mujeres;2010;90
Baloncesto;Valores absolutos;Mujeres;2009;112
Baloncesto;Valores absolutos;Mujeres;2008;99
Baloncesto;Valores absolutos;Mujeres;2007;80
Baloncesto;Valores absolutos;Mujeres;2006;46
Baloncesto;Valores absolutos;Mujeres;2005;51
Baloncesto;Porcentaje;TOTAL;2024;100,0
Baloncesto;Porcentaje;TOTAL;2023;100,0
Baloncesto;Porcentaje;TOTAL;2022;100,0
Baloncesto;Porcentaje;TOTAL;2021;100,0
Baloncesto;Porcentaje;TOTAL;2020;100,0
