Federación;Categoría;Sexo;periodo;Total
Tiro con Arco;Categoría Absoluta;TOTAL;2022;80
Tiro con Arco;Categoría Absoluta;TOTAL;2021;9
Tiro con Arco;Categoría Absoluta;TOTAL;2020;26
Tiro con Arco;Categoría Absoluta;TOTAL;2019;1
Tiro con Arco;Categoría Absoluta;TOTAL;2018;1
Tiro con Arco;Categoría Absoluta;TOTAL;2017;4
Tiro con Arco;Categoría Absoluta;TOTAL;2016;2
Tiro con Arco;Categoría Absoluta;TOTAL;2015;8
Tiro con Arco;Categoría Absoluta;TOTAL;2014;3
Tiro con Arco;Categoría Absoluta;TOTAL;2013;0
Tiro con Arco;Categoría Absoluta;TOTAL;2012;7
Tiro con Arco;Categoría Absoluta;TOTAL;2011;19
Tiro con Arco;Categoría Absoluta;TOTAL;2010;35
Tiro con Arco;Categoría Absoluta;TOTAL;2009;37
Tiro con Arco;Categoría Absoluta;TOTAL;2008;9
Tiro con Arco;Categoría Absoluta;TOTAL;2007;7
Tiro con Arco;Categoría Absoluta;TOTAL;2006;15
Tiro con Arco;Categoría Absoluta;TOTAL;2005;15
Tiro con Arco;Categoría Absoluta;Hombres;2024;15
Tiro con Arco;Categoría Absoluta;Hombres;2023;24
Tiro con Arco;Categoría Absoluta;Hombres;2022;33
Tiro con Arco;Categoría Absoluta;Hombres;2021;7
Tiro con Arco;Categoría Absoluta;Hombres;2020;16
Tiro con Arco;Categoría Absoluta;Hombres;2019;0
Tiro con Arco;Categoría Absoluta;Hombres;2018;1
Tiro con Arco;Categoría Absoluta;Hombres;2017;3
Tiro con Arco;Categoría Absoluta;Hombres;2016;1
Tiro con Arco;Categoría Absoluta;Hombres;2015;6
Tiro con Arco;Categoría Absoluta;Hombres;2014;1
Tiro con Arco;Categoría Absoluta;Hombres;2013;0
Tiro con Arco;Categoría Absoluta;Hombres;2012;7
Tiro con Arco;Categoría Absoluta;Hombres;2011;10
Tiro con Arco;Categoría Absoluta;Hombres;2010;16
Tiro con Arco;Categoría Absoluta;Hombres;2009;24
Tiro con Arco;Categoría Absoluta;Hombres;2008;5
Tiro con Arco;Categoría Absoluta;Hombres;2007;4
Tiro con Arco;Categoría Absoluta;Hombres;2006;4
Tiro con Arco;Categoría Absoluta;Hombres;2005;4
Tiro con Arco;Categoría Absoluta;Mujeres;2024;19
Tiro con Arco;Categoría Absoluta;Mujeres;2023;18
Tiro con Arco;Categoría Absoluta;Mujeres;2022;47
Tiro con Arco;Categoría Absoluta;Mujeres;2021;2
Tiro con Arco;Categoría Absoluta;Mujeres;2020;10
Tiro con Arco;Categoría Absoluta;Mujeres;2019;1
Tiro con Arco;Categoría Absoluta;Mujeres;2018;0
Tiro con Arco;Categoría Absoluta;Mujeres;2017;1
Tiro con Arco;Categoría Absoluta;Mujeres;2016;1
Tiro con Arco;Categoría Absoluta;Mujeres;2015;2
Tiro con Arco;Categoría Absoluta;Mujeres;2014;2
Tiro con Arco;Categoría Absoluta;Mujeres;2013;0
Tiro con Arco;Categoría Absoluta;Mujeres;2012;0
Tiro con Arco;Categoría Absoluta;Mujeres;2011;9
Tiro con Arco;Categoría Absoluta;Mujeres;2010;19
Tiro con Arco;Categoría Absoluta;Mujeres;2009;13
Tiro con Arco;Categoría Absoluta;Mujeres;2008;4
Tiro con Arco;Categoría Absoluta;Mujeres;2007;3
Tiro con Arco;Categoría Absoluta;Mujeres;2006;11
Tiro con Arco;Categoría Absoluta;Mujeres;2005;11
Tiro con Arco;Otras categorías;TOTAL;2024;28
Tiro con Arco;Otras categorías;TOTAL;2023;26
Tiro con Arco;Otras categorías;TOTAL;2022;3
Tiro con Arco;Otras categorías;TOTAL;2021;21
Tiro con Arco;Otras categorías;TOTAL;2020;4
Tiro con Arco;Otras categorías;TOTAL;2019;1
Tiro con Arco;Otras categorías;TOTAL;2018;0
Tiro con Arco;Otras categorías;TOTAL;2017;4
Tiro con Arco;Otras categorías;TOTAL;2016;1
Tiro con Arco;Otras categorías;TOTAL;2015;4
Tiro con Arco;Otras categorías;TOTAL;2014;4
Tiro con Arco;Otras categorías;TOTAL;2013;3
Tiro con Arco;Otras categorías;TOTAL;2012;4
Tiro con Arco;Otras categorías;TOTAL;2011;17
Tiro con Arco;Otras categorías;TOTAL;2010;28
Tiro con Arco;Otras categorías;TOTAL;2009;36
Tiro con Arco;Otras categorías;TOTAL;2008;44
Tiro con Arco;Otras categorías;TOTAL;2007;33
Tiro con Arco;Otras categorías;TOTAL;2006;13
Tiro con Arco;Otras categorías;TOTAL;2005;13
Tiro con Arco;Otras categorías;Hombres;2024;18
Tiro con Arco;Otras categorías;Hombres;2023;12
Tiro con Arco;Otras categorías;Hombres;2022;0
Tiro con Arco;Otras categorías;Hombres;2021;10
Tiro con Arco;Otras categorías;Hombres;2020;2
Tiro con Arco;Otras categorías;Hombres;2019;0
Tiro con Arco;Otras categorías;Hombres;2018;0
Tiro con Arco;Otras categorías;Hombres;2017;2
Tiro con Arco;Otras categorías;Hombres;2016;0
Tiro con Arco;Otras categorías;Hombres;2015;4
Tiro con Arco;Otras categorías;Hombres;2014;0
Tiro con Arco;Otras categorías;Hombres;2013;0
Tiro con Arco;Otras categorías;Hombres;2012;1
Tiro con Arco;Otras categorías;Hombres;2011;8
Tiro con Arco;Otras categorías;Hombres;2010;20
Tiro con Arco;Otras categorías;Hombres;2009;21
Tiro con Arco;Otras categorías;Hombres;2008;23
Tiro con Arco;Otras categorías;Hombres;2007;23
Tiro con Arco;Otras categorías;Hombres;2006;8
Tiro con Arco;Otras categorías;Hombres;2005;8
Tiro con Arco;Otras categorías;Mujeres;2024;10
Tiro con Arco;Otras categorías;Mujeres;2023;14
Tiro con Arco;Otras categorías;Mujeres;2022;3
Tiro con Arco;Otras categorías;Mujeres;2021;11
Tiro con Arco;Otras categorías;Mujeres;2020;2
Tiro con Arco;Otras categorías;Mujeres;2019;1
Tiro con Arco;Otras categorías;Mujeres;2018;0
Tiro con Arco;Otras categorías;Mujeres;2017;2
Tiro con Arco;Otras categorías;Mujeres;2016;1
Tiro con Arco;Otras categorías;Mujeres;2015;0
Tiro con Arco;Otras categorías;Mujeres;2014;4
Tiro con Arco;Otras categorías;Mujeres;2013;3
Tiro con Arco;Otras categorías;Mujeres;2012;3
Tiro con Arco;Otras categorías;Mujeres;2011;9
Tiro con Arco;Otras categorías;Mujeres;2010;8
Tiro con Arco;Otras categorías;Mujeres;2009;15
Tiro con Arco;Otras categorías;Mujeres;2008;21
Tiro con Arco;Otras categorías;Mujeres;2007;10
Tiro con Arco;Otras categorías;Mujeres;2006;5
Tiro con Arco;Otras categorías;Mujeres;2005;5
Tiro Olímpico;TOTAL;TOTAL;2024;3
Tiro Olímpico;TOTAL;TOTAL;2023;4
Tiro Olímpico;TOTAL;TOTAL;2022;9
Tiro Olímpico;TOTAL;TOTAL;2021;6
Tiro Olímpico;TOTAL;TOTAL;2020;4
Tiro Olímpico;TOTAL;TOTAL;2019;2
Tiro Olímpico;TOTAL;TOTAL;2018;1
Tiro Olímpico;TOTAL;TOTAL;2017;9
Tiro Olímpico;TOTAL;TOTAL;2016;22
Tiro Olímpico;TOTAL;TOTAL;2015;25
Tiro Olímpico;TOTAL;TOTAL;2014;30
Tiro Olímpico;TOTAL;TOTAL;2013;18
Tiro Olímpico;TOTAL;TOTAL;2012;24
Tiro Olímpico;TOTAL;TOTAL;2011;21
Tiro Olímpico;TOTAL;TOTAL;2010;18
Tiro Olímpico;TOTAL;TOTAL;2009;15
Tiro Olímpico;TOTAL;TOTAL;2008;16
Tiro Olímpico;TOTAL;TOTAL;2007;21
Tiro Olímpico;TOTAL;TOTAL;2006;16
Tiro Olímpico;TOTAL;TOTAL;2005;63
Tiro Olímpico;TOTAL;Hombres;2024;1
Tiro Olímpico;TOTAL;Hombres;2023;1
Tiro Olímpico;TOTAL;Hombres;2022;4
Tiro Olímpico;TOTAL;Hombres;2021;2
Tiro Olímpico;TOTAL;Hombres;2020;2
Tiro Olímpico;TOTAL;Hombres;2019;0
Tiro Olímpico;TOTAL;Hombres;2018;1
Tiro Olímpico;TOTAL;Hombres;2017;7
Tiro Olímpico;TOTAL;Hombres;2016;18
Tiro Olímpico;TOTAL;Hombres;2015;16
Tiro Olímpico;TOTAL;Hombres;2014;22
Tiro Olímpico;TOTAL;Hombres;2013;14
Tiro Olímpico;TOTAL;Hombres;2012;19
Tiro Olímpico;TOTAL;Hombres;2011;13
Tiro Olímpico;TOTAL;Hombres;2010;12
Tiro Olímpico;TOTAL;Hombres;2009;11
Tiro Olímpico;TOTAL;Hombres;2008;12
Tiro Olímpico;TOTAL;Hombres;2007;15
Tiro Olímpico;TOTAL;Hombres;2006;11
Tiro Olímpico;TOTAL;Hombres;2005;45
Tiro Olímpico;TOTAL;Mujeres;2024;2
Tiro Olímpico;TOTAL;Mujeres;2023;3
Tiro Olímpico;TOTAL;Mujeres;2022;5
Tiro Olímpico;TOTAL;Mujeres;2021;4
Tiro Olímpico;TOTAL;Mujeres;2020;2
Tiro Olímpico;TOTAL;Mujeres;2019;2
Tiro Olímpico;TOTAL;Mujeres;2018;0
Tiro Olímpico;TOTAL;Mujeres;2017;2
Tiro Olímpico;TOTAL;Mujeres;2016;4
Tiro Olímpico;TOTAL;Mujeres;2015;9
Tiro Olímpico;TOTAL;Mujeres;2014;8
Tiro Olímpico;TOTAL;Mujeres;2013;4
Tiro Olímpico;TOTAL;Mujeres;2012;5
Tiro Olímpico;TOTAL;Mujeres;2011;8
Tiro Olímpico;TOTAL;Mujeres;2010;6
Tiro Olímpico;TOTAL;Mujeres;2009;4
Tiro Olímpico;TOTAL;Mujeres;2008;4
Tiro Olímpico;TOTAL;Mujeres;2007;6
Tiro Olímpico;TOTAL;Mujeres;2006;5
Tiro Olímpico;TOTAL;Mujeres;2005;18
Tiro Olímpico;Categoría Absoluta;TOTAL;2024;2
Tiro Olímpico;Categoría Absoluta;TOTAL;2023;4
Tiro Olímpico;Categoría Absoluta;TOTAL;2022;4
Tiro Olímpico;Categoría Absoluta;TOTAL;2021;1
Tiro Olímpico;Categoría Absoluta;TOTAL;2020;1
Tiro Olímpico;Categoría Absoluta;TOTAL;2019;2
Tiro Olímpico;Categoría Absoluta;TOTAL;2018;1
Tiro Olímpico;Categoría Absoluta;TOTAL;2017;5
Tiro Olímpico;Categoría Absoluta;TOTAL;2016;16
Tiro Olímpico;Categoría Absoluta;TOTAL;2015;12
Tiro Olímpico;Categoría Absoluta;TOTAL;2014;23
Tiro Olímpico;Categoría Absoluta;TOTAL;2013;15
Tiro Olímpico;Categoría Absoluta;TOTAL;2012;22
Tiro Olímpico;Categoría Absoluta;TOTAL;2011;11
Tiro Olímpico;Categoría Absoluta;TOTAL;2010;6
Tiro Olímpico;Categoría Absoluta;TOTAL;2009;7
Tiro Olímpico;Categoría Absoluta;TOTAL;2008;9
Tiro Olímpico;Categoría Absoluta;TOTAL;2007;10
Tiro Olímpico;Categoría Absoluta;TOTAL;2006;13
Tiro Olímpico;Categoría Absoluta;TOTAL;2005;37
Tiro Olímpico;Categoría Absoluta;Hombres;2024;1
Tiro Olímpico;Categoría Absoluta;Hombres;2023;1
Tiro Olímpico;Categoría Absoluta;Hombres;2022;2
Tiro Olímpico;Categoría Absoluta;Hombres;2021;0
Tiro Olímpico;Categoría Absoluta;Hombres;2020;0
Tiro Olímpico;Categoría Absoluta;Hombres;2019;0
Tiro Olímpico;Categoría Absoluta;Hombres;2018;1
Tiro Olímpico;Categoría Absoluta;Hombres;2017;5
Tiro Olímpico;Categoría Absoluta;Hombres;2016;13
Tiro Olímpico;Categoría Absoluta;Hombres;2015;9
Tiro Olímpico;Categoría Absoluta;Hombres;2014;17
Tiro Olímpico;Categoría Absoluta;Hombres;2013;11
Tiro Olímpico;Categoría Absoluta;Hombres;2012;19
Tiro Olímpico;Categoría Absoluta;Hombres;2011;7
Tiro Olímpico;Categoría Absoluta;Hombres;2010;6
Tiro Olímpico;Categoría Absoluta;Hombres;2009;6
Tiro Olímpico;Categoría Absoluta;Hombres;2008;7
Tiro Olímpico;Categoría Absoluta;Hombres;2007;8
Tiro Olímpico;Categoría Absoluta;Hombres;2006;9
Tiro Olímpico;Categoría Absoluta;Hombres;2005;26
Tiro Olímpico;Categoría Absoluta;Mujeres;2024;1
Tiro Olímpico;Categoría Absoluta;Mujeres;2023;3
Tiro Olímpico;Categoría Absoluta;Mujeres;2022;2
Tiro Olímpico;Categoría Absoluta;Mujeres;2021;1
Tiro Olímpico;Categoría Absoluta;Mujeres;2020;1
Tiro Olímpico;Categoría Absoluta;Mujeres;2019;2
Tiro Olímpico;Categoría Absoluta;Mujeres;2018;0
Tiro Olímpico;Categoría Absoluta;Mujeres;2017;0
Tiro Olímpico;Categoría Absoluta;Mujeres;2016;3
Tiro Olímpico;Categoría Absoluta;Mujeres;2015;3
Tiro Olímpico;Categoría Absoluta;Mujeres;2014;6
Tiro Olímpico;Categoría Absoluta;Mujeres;2013;4
Tiro Olímpico;Categoría Absoluta;Mujeres;2012;3
Tiro Olímpico;Categoría Absoluta;Mujeres;2011;4
Tiro Olímpico;Categoría Absoluta;Mujeres;2010;0
Tiro Olímpico;Categoría Absoluta;Mujeres;2009;1
Tiro Olímpico;Categoría Absoluta;Mujeres;2008;2
Tiro Olímpico;Categoría Absoluta;Mujeres;2007;2
Tiro Olímpico;Categoría Absoluta;Mujeres;2006;4
Tiro Olímpico;Categoría Absoluta;Mujeres;2005;11
Tiro Olímpico;Otras categorías;TOTAL;2024;1
Tiro Olímpico;Otras categorías;TOTAL;2023;0
Tiro Olímpico;Otras categorías;TOTAL;2022;5
Tiro Olímpico;Otras categorías;TOTAL;2021;5
Tiro Olímpico;Otras categorías;TOTAL;2020;3
Tiro Olímpico;Otras categorías;TOTAL;2019;0
Tiro Olímpico;Otras categorías;TOTAL;2018;0
Tiro Olímpico;Otras categorías;TOTAL;2017;4
Tiro Olímpico;Otras categorías;TOTAL;2016;6
Tiro Olímpico;Otras categorías;TOTAL;2015;13
Tiro Olímpico;Otras categorías;TOTAL;2014;7
Tiro Olímpico;Otras categorías;TOTAL;2013;3
Tiro Olímpico;Otras categorías;TOTAL;2012;2
Tiro Olímpico;Otras categorías;TOTAL;2011;10
Tiro Olímpico;Otras categorías;TOTAL;2010;12
Tiro Olímpico;Otras categorías;TOTAL;2009;8
Tiro Olímpico;Otras categorías;TOTAL;2008;7
Tiro Olímpico;Otras categorías;TOTAL;2007;11
Tiro Olímpico;Otras categorías;TOTAL;2006;3
Tiro Olímpico;Otras categorías;TOTAL;2005;26
Tiro Olímpico;Otras categorías;Hombres;2024;0
Tiro Olímpico;Otras categorías;Hombres;2023;0
Tiro Olímpico;Otras categorías;Hombres;2022;2
Tiro Olímpico;Otras categorías;Hombres;2021;2
Tiro Olímpico;Otras categorías;Hombres;2020;2
Tiro Olímpico;Otras categorías;Hombres;2019;0
Tiro Olímpico;Otras categorías;Hombres;2018;0
Tiro Olímpico;Otras categorías;Hombres;2017;2
Tiro Olímpico;Otras categorías;Hombres;2016;5
Tiro Olímpico;Otras categorías;Hombres;2015;7
Tiro Olímpico;Otras categorías;Hombres;2014;5
Tiro Olímpico;Otras categorías;Hombres;2013;3
Tiro Olímpico;Otras categorías;Hombres;2012;0
Tiro Olímpico;Otras categorías;Hombres;2011;6
Tiro Olímpico;Otras categorías;Hombres;2010;6
Tiro Olímpico;Otras categorías;Hombres;2009;5
Tiro Olímpico;Otras categorías;Hombres;2008;5
Tiro Olímpico;Otras categorías;Hombres;2007;7
Tiro Olímpico;Otras categorías;Hombres;2006;2
Tiro Olímpico;Otras categorías;Hombres;2005;19
Tiro Olímpico;Otras categorías;Mujeres;2024;1
Tiro Olímpico;Otras categorías;Mujeres;2023;0
Tiro Olímpico;Otras categorías;Mujeres;2022;3
Tiro Olímpico;Otras categorías;Mujeres;2021;3
Tiro Olímpico;Otras categorías;Mujeres;2020;1
Tiro Olímpico;Otras categorías;Mujeres;2019;0
Tiro Olímpico;Otras categorías;Mujeres;2018;0
Tiro Olímpico;Otras categorías;Mujeres;2017;2
Tiro Olímpico;Otras categorías;Mujeres;2016;1
Tiro Olímpico;Otras categorías;Mujeres;2015;6
Tiro Olímpico;Otras categorías;Mujeres;2014;2
Tiro Olímpico;Otras categorías;Mujeres;2013;0
Tiro Olímpico;Otras categorías;Mujeres;2012;2
Tiro Olímpico;Otras categorías;Mujeres;2011;4
Tiro Olímpico;Otras categorías;Mujeres;2010;6
Tiro Olímpico;Otras categorías;Mujeres;2009;3
Tiro Olímpico;Otras categorías;Mujeres;2008;2
Tiro Olímpico;Otras categorías;Mujeres;2007;4
Tiro Olímpico;Otras categorías;Mujeres;2006;1
Tiro Olímpico;Otras categorías;Mujeres;2005;7
