Federación;Competiciones;periodo;Total
Tenis de Mesa;TOTAL;2011;14
Tenis de Mesa;TOTAL;2010;14
Tenis de Mesa;TOTAL;2009;82
Tenis de Mesa;TOTAL;2008;48
Tenis de Mesa;TOTAL;2007;48
Tenis de Mesa;TOTAL;2006;48
Tenis de Mesa;TOTAL;2005;46
Tenis de Mesa;Competiciones estatales: Total;2024;14
Tenis de Mesa;Competiciones estatales: Total;2023;13
Tenis de Mesa;Competiciones estatales: Total;2022;12
Tenis de Mesa;Competiciones estatales: Total;2021;12
Tenis de Mesa;Competiciones estatales: Total;2020;12
Tenis de Mesa;Competiciones estatales: Total;2019;17
Tenis de Mesa;Competiciones estatales: Total;2018;17
Tenis de Mesa;Competiciones estatales: Total;2017;17
Tenis de Mesa;Competiciones estatales: Total;2016;17
Tenis de Mesa;Competiciones estatales: Total;2015;17
Tenis de Mesa;Competiciones estatales: Total;2014;17
Tenis de Mesa;Competiciones estatales: Total;2013;15
Tenis de Mesa;Competiciones estatales: Total;2012;16
Tenis de Mesa;Competiciones estatales: Total;2011;8
Tenis de Mesa;Competiciones estatales: Total;2010;8
Tenis de Mesa;Competiciones estatales: Total;2009;67
Tenis de Mesa;Competiciones estatales: Total;2008;27
Tenis de Mesa;Competiciones estatales: Total;2007;27
Tenis de Mesa;Competiciones estatales: Total;2006;27
Tenis de Mesa;Competiciones estatales: Total;2005;27
Tenis de Mesa;Competiciones estatales: Ligas;2024;4
Tenis de Mesa;Competiciones estatales: Ligas;2023;4
Tenis de Mesa;Competiciones estatales: Ligas;2022;4
Tenis de Mesa;Competiciones estatales: Ligas;2021;4
Tenis de Mesa;Competiciones estatales: Ligas;2020;4
Tenis de Mesa;Competiciones estatales: Ligas;2019;4
Tenis de Mesa;Competiciones estatales: Ligas;2018;4
Tenis de Mesa;Competiciones estatales: Ligas;2017;4
Tenis de Mesa;Competiciones estatales: Ligas;2016;4
Tenis de Mesa;Competiciones estatales: Ligas;2015;4
Tenis de Mesa;Competiciones estatales: Ligas;2014;4
Tenis de Mesa;Competiciones estatales: Ligas;2013;4
Tenis de Mesa;Competiciones estatales: Ligas;2012;4
Tenis de Mesa;Competiciones estatales: Ligas;2011;4
Tenis de Mesa;Competiciones estatales: Ligas;2010;4
Tenis de Mesa;Competiciones estatales: Ligas;2009;8
Tenis de Mesa;Competiciones estatales: Ligas;2008;10
Tenis de Mesa;Competiciones estatales: Ligas;2007;10
Tenis de Mesa;Competiciones estatales: Ligas;2006;10
Tenis de Mesa;Competiciones estatales: Ligas;2005;10
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2024;5
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2023;4
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2022;3
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2021;3
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2020;3
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2019;4
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2018;4
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2017;4
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2016;4
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2015;4
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2014;4
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2013;2
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2012;2
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2011;2
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2010;2
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2009;14
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2008;6
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2007;6
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2006;6
Tenis de Mesa;Competiciones estatales: Campeonatos de España;2005;6
Tenis de Mesa;Competiciones estatales: Otros;2024;5
Tenis de Mesa;Competiciones estatales: Otros;2023;5
Tenis de Mesa;Competiciones estatales: Otros;2022;5
Tenis de Mesa;Competiciones estatales: Otros;2021;5
Tenis de Mesa;Competiciones estatales: Otros;2020;5
Tenis de Mesa;Competiciones estatales: Otros;2019;9
Tenis de Mesa;Competiciones estatales: Otros;2018;9
Tenis de Mesa;Competiciones estatales: Otros;2017;9
Tenis de Mesa;Competiciones estatales: Otros;2016;9
Tenis de Mesa;Competiciones estatales: Otros;2015;9
Tenis de Mesa;Competiciones estatales: Otros;2014;9
Tenis de Mesa;Competiciones estatales: Otros;2013;9
Tenis de Mesa;Competiciones estatales: Otros;2012;10
Tenis de Mesa;Competiciones estatales: Otros;2011;2
Tenis de Mesa;Competiciones estatales: Otros;2010;2
Tenis de Mesa;Competiciones estatales: Otros;2009;45
Tenis de Mesa;Competiciones estatales: Otros;2008;11
Tenis de Mesa;Competiciones estatales: Otros;2007;11
Tenis de Mesa;Competiciones estatales: Otros;2006;11
Tenis de Mesa;Competiciones estatales: Otros;2005;11
Tenis de Mesa;Competiciones internacionales: Total;2024;73
Tenis de Mesa;Competiciones internacionales: Total;2023;66
Tenis de Mesa;Competiciones internacionales: Total;2022;51
Tenis de Mesa;Competiciones internacionales: Total;2021;18
Tenis de Mesa;Competiciones internacionales: Total;2020;13
Tenis de Mesa;Competiciones internacionales: Total;2019;43
Tenis de Mesa;Competiciones internacionales: Total;2018;39
Tenis de Mesa;Competiciones internacionales: Total;2017;45
Tenis de Mesa;Competiciones internacionales: Total;2016;45
Tenis de Mesa;Competiciones internacionales: Total;2015;45
Tenis de Mesa;Competiciones internacionales: Total;2014;41
Tenis de Mesa;Competiciones internacionales: Total;2013;47
Tenis de Mesa;Competiciones internacionales: Total;2012;27
Tenis de Mesa;Competiciones internacionales: Total;2011;6
Tenis de Mesa;Competiciones internacionales: Total;2010;6
Tenis de Mesa;Competiciones internacionales: Total;2009;15
Tenis de Mesa;Competiciones internacionales: Total;2008;21
Tenis de Mesa;Competiciones internacionales: Total;2007;21
Tenis de Mesa;Competiciones internacionales: Total;2006;21
Tenis de Mesa;Competiciones internacionales: Total;2005;19
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2024;0
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2023;2
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2022;2
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2021;2
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2020;0
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2019;3
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2018;3
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2017;3
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2016;3
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2015;2
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2014;3
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2013;1
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2012;2
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2011;1
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2010;1
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2009;4
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2008;2
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2007;2
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2006;2
Tenis de Mesa;Competiciones internacionales: Campeonatos del mundo;2005;2
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2024;3
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2023;4
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2022;3
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2021;4
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2020;0
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2019;5
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2018;2
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2017;2
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2016;2
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2015;4
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2014;3
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2013;4
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2012;2
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2011;2
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2010;2
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2009;6
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2008;2
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2007;2
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2006;2
Tenis de Mesa;Competiciones internacionales: Campeonatos de Europa;2005;2
Tenis de Mesa;Competiciones internacionales: Otros;2024;70
Tenis de Mesa;Competiciones internacionales: Otros;2023;60
Tenis de Mesa;Competiciones internacionales: Otros;2022;46
Tenis de Mesa;Competiciones internacionales: Otros;2021;12
Tenis de Mesa;Competiciones internacionales: Otros;2020;13
Tenis de Mesa;Competiciones internacionales: Otros;2019;35
Tenis de Mesa;Competiciones internacionales: Otros;2018;34
Tenis de Mesa;Competiciones internacionales: Otros;2017;40
Tenis de Mesa;Competiciones internacionales: Otros;2016;40
Tenis de Mesa;Competiciones internacionales: Otros;2015;39
Tenis de Mesa;Competiciones internacionales: Otros;2014;35
Tenis de Mesa;Competiciones internacionales: Otros;2013;42
Tenis de Mesa;Competiciones internacionales: Otros;2012;23
Tenis de Mesa;Competiciones internacionales: Otros;2011;3
Tenis de Mesa;Competiciones internacionales: Otros;2010;3
Tenis de Mesa;Competiciones internacionales: Otros;2009;5
Tenis de Mesa;Competiciones internacionales: Otros;2008;17
Tenis de Mesa;Competiciones internacionales: Otros;2007;17
Tenis de Mesa;Competiciones internacionales: Otros;2006;17
Tenis de Mesa;Competiciones internacionales: Otros;2005;15
Tiro a Vuelo;TOTAL;2024;145
Tiro a Vuelo;TOTAL;2023;149
Tiro a Vuelo;TOTAL;2022;152
Tiro a Vuelo;TOTAL;2021;152
Tiro a Vuelo;TOTAL;2020;75
Tiro a Vuelo;TOTAL;2019;155
Tiro a Vuelo;TOTAL;2018;149
Tiro a Vuelo;TOTAL;2017;149
Tiro a Vuelo;TOTAL;2016;149
Tiro a Vuelo;TOTAL;2015;148
Tiro a Vuelo;TOTAL;2014;148
Tiro a Vuelo;TOTAL;2013;148
Tiro a Vuelo;TOTAL;2012;143
Tiro a Vuelo;TOTAL;2011;143
Tiro a Vuelo;TOTAL;2010;175
Tiro a Vuelo;TOTAL;2009;143
Tiro a Vuelo;TOTAL;2008;143
Tiro a Vuelo;TOTAL;2007;79
Tiro a Vuelo;TOTAL;2006;99
Tiro a Vuelo;TOTAL;2005;53
Tiro a Vuelo;Competiciones estatales: Total;2024;70
Tiro a Vuelo;Competiciones estatales: Total;2023;59
Tiro a Vuelo;Competiciones estatales: Total;2022;62
Tiro a Vuelo;Competiciones estatales: Total;2021;62
Tiro a Vuelo;Competiciones estatales: Total;2020;47
Tiro a Vuelo;Competiciones estatales: Total;2019;81
Tiro a Vuelo;Competiciones estatales: Total;2018;75
Tiro a Vuelo;Competiciones estatales: Total;2017;75
Tiro a Vuelo;Competiciones estatales: Total;2016;75
Tiro a Vuelo;Competiciones estatales: Total;2015;74
Tiro a Vuelo;Competiciones estatales: Total;2014;74
Tiro a Vuelo;Competiciones estatales: Total;2013;74
Tiro a Vuelo;Competiciones estatales: Total;2012;69
Tiro a Vuelo;Competiciones estatales: Total;2011;69
Tiro a Vuelo;Competiciones estatales: Total;2010;93
Tiro a Vuelo;Competiciones estatales: Total;2009;69
Tiro a Vuelo;Competiciones estatales: Total;2008;69
Tiro a Vuelo;Competiciones estatales: Total;2007;41
Tiro a Vuelo;Competiciones estatales: Total;2006;61
Tiro a Vuelo;Competiciones estatales: Total;2005;25
Tiro a Vuelo;Competiciones estatales: Ligas;2024;0
Tiro a Vuelo;Competiciones estatales: Ligas;2023;0
Tiro a Vuelo;Competiciones estatales: Ligas;2022;0
Tiro a Vuelo;Competiciones estatales: Ligas;2021;0
Tiro a Vuelo;Competiciones estatales: Ligas;2020;0
Tiro a Vuelo;Competiciones estatales: Ligas;2019;0
Tiro a Vuelo;Competiciones estatales: Ligas;2018;0
Tiro a Vuelo;Competiciones estatales: Ligas;2017;0
Tiro a Vuelo;Competiciones estatales: Ligas;2016;27
Tiro a Vuelo;Competiciones estatales: Ligas;2015;0
Tiro a Vuelo;Competiciones estatales: Ligas;2014;0
Tiro a Vuelo;Competiciones estatales: Ligas;2013;0
Tiro a Vuelo;Competiciones estatales: Ligas;2012;36
Tiro a Vuelo;Competiciones estatales: Ligas;2011;0
Tiro a Vuelo;Competiciones estatales: Ligas;2010;0
Tiro a Vuelo;Competiciones estatales: Ligas;2009;0
Tiro a Vuelo;Competiciones estatales: Ligas;2008;0
Tiro a Vuelo;Competiciones estatales: Ligas;2007;0
Tiro a Vuelo;Competiciones estatales: Ligas;2006;0
Tiro a Vuelo;Competiciones estatales: Ligas;2005;0
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2024;32
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2023;27
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2022;26
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2021;26
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2020;17
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2019;30
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2018;27
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2017;27
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2016;6
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2015;24
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2014;24
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2013;24
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2012;6
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2011;36
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2010;54
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2009;36
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2008;36
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2007;20
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2006;30
Tiro a Vuelo;Competiciones estatales: Campeonatos de España;2005;6
Tiro a Vuelo;Competiciones estatales: Otros;2024;38
Tiro a Vuelo;Competiciones estatales: Otros;2023;32
Tiro a Vuelo;Competiciones estatales: Otros;2022;36
Tiro a Vuelo;Competiciones estatales: Otros;2021;36
Tiro a Vuelo;Competiciones estatales: Otros;2020;30
Tiro a Vuelo;Competiciones estatales: Otros;2019;51
Tiro a Vuelo;Competiciones estatales: Otros;2018;48
Tiro a Vuelo;Competiciones estatales: Otros;2017;48
Tiro a Vuelo;Competiciones estatales: Otros;2016;42
Tiro a Vuelo;Competiciones estatales: Otros;2015;50
Tiro a Vuelo;Competiciones estatales: Otros;2014;50
Tiro a Vuelo;Competiciones estatales: Otros;2013;50
Tiro a Vuelo;Competiciones estatales: Otros;2012;27
Tiro a Vuelo;Competiciones estatales: Otros;2011;33
Tiro a Vuelo;Competiciones estatales: Otros;2010;39
Tiro a Vuelo;Competiciones estatales: Otros;2009;33
Tiro a Vuelo;Competiciones estatales: Otros;2008;33
Tiro a Vuelo;Competiciones estatales: Otros;2007;21
Tiro a Vuelo;Competiciones estatales: Otros;2006;31
Tiro a Vuelo;Competiciones estatales: Otros;2005;19
Tiro a Vuelo;Competiciones internacionales: Total;2024;75
Tiro a Vuelo;Competiciones internacionales: Total;2023;90
Tiro a Vuelo;Competiciones internacionales: Total;2022;90
Tiro a Vuelo;Competiciones internacionales: Total;2021;90
Tiro a Vuelo;Competiciones internacionales: Total;2020;28
Tiro a Vuelo;Competiciones internacionales: Total;2019;74
Tiro a Vuelo;Competiciones internacionales: Total;2018;74
Tiro a Vuelo;Competiciones internacionales: Total;2017;74
Tiro a Vuelo;Competiciones internacionales: Total;2016;74
Tiro a Vuelo;Competiciones internacionales: Total;2015;74
Tiro a Vuelo;Competiciones internacionales: Total;2014;74
Tiro a Vuelo;Competiciones internacionales: Total;2013;74
Tiro a Vuelo;Competiciones internacionales: Total;2012;74
Tiro a Vuelo;Competiciones internacionales: Total;2011;74
Tiro a Vuelo;Competiciones internacionales: Total;2010;82
Tiro a Vuelo;Competiciones internacionales: Total;2009;74
Tiro a Vuelo;Competiciones internacionales: Total;2008;74
Tiro a Vuelo;Competiciones internacionales: Total;2007;38
Tiro a Vuelo;Competiciones internacionales: Total;2006;38
Tiro a Vuelo;Competiciones internacionales: Total;2005;28
Tiro a Vuelo;Competiciones internacionales: Campeonatos del mundo;2024;10
Tiro a Vuelo;Competiciones internacionales: Campeonatos del mundo;2023;10
Tiro a Vuelo;Competiciones internacionales: Campeonatos del mundo;2022;10
Tiro a Vuelo;Competiciones internacionales: Campeonatos del mundo;2021;10
Tiro a Vuelo;Competiciones internacionales: Campeonatos del mundo;2020;4
