Federación;Indicador;Medallas;periodo;Total
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2017;2
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2016;8
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2015;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2014;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2013;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2012;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2011;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2010;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2009;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2008;2
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2007;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2006;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2005;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2024;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2023;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2022;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2021;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2020;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2019;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2018;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2017;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2016;3
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2015;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2014;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2013;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2012;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2011;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2010;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2009;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2008;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2007;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2006;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2005;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2024;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2023;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2022;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2021;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2020;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2019;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2018;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2017;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2016;4
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2015;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2014;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2013;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2012;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2011;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2010;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2009;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2008;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2007;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2006;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2005;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2024;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2023;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2022;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2021;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2020;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2019;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2018;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2017;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2016;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2015;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2014;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2013;1
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2012;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2011;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2010;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2009;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2008;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2007;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2006;0
Hípica;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2005;0
Hípica;Campeonatos de Europa;TOTAL;2024;7
Hípica;Campeonatos de Europa;TOTAL;2023;8
Hípica;Campeonatos de Europa;TOTAL;2022;0
Hípica;Campeonatos de Europa;TOTAL;2021;7
Hípica;Campeonatos de Europa;TOTAL;2020;0
Hípica;Campeonatos de Europa;TOTAL;2019;7
Hípica;Campeonatos de Europa;TOTAL;2018;4
Hípica;Campeonatos de Europa;TOTAL;2017;9
Hípica;Campeonatos de Europa;TOTAL;2016;8
Hípica;Campeonatos de Europa;TOTAL;2015;7
Hípica;Campeonatos de Europa;TOTAL;2014;4
Hípica;Campeonatos de Europa;TOTAL;2013;6
Hípica;Campeonatos de Europa;TOTAL;2012;1
Hípica;Campeonatos de Europa;TOTAL;2011;8
Hípica;Campeonatos de Europa;TOTAL;2010;1
Hípica;Campeonatos de Europa;TOTAL;2009;6
Hípica;Campeonatos de Europa;TOTAL;2008;3
Hípica;Campeonatos de Europa;TOTAL;2007;6
Hípica;Campeonatos de Europa;TOTAL;2006;1
Hípica;Campeonatos de Europa;TOTAL;2005;2
Hípica;Campeonatos de Europa;Oro;2024;1
Hípica;Campeonatos de Europa;Oro;2023;0
Hípica;Campeonatos de Europa;Oro;2022;0
Hípica;Campeonatos de Europa;Oro;2021;3
Hípica;Campeonatos de Europa;Oro;2020;0
Hípica;Campeonatos de Europa;Oro;2019;4
Hípica;Campeonatos de Europa;Oro;2018;2
Hípica;Campeonatos de Europa;Oro;2017;2
Hípica;Campeonatos de Europa;Oro;2016;3
Hípica;Campeonatos de Europa;Oro;2015;3
Hípica;Campeonatos de Europa;Oro;2014;2
Hípica;Campeonatos de Europa;Oro;2013;2
Hípica;Campeonatos de Europa;Oro;2012;0
Hípica;Campeonatos de Europa;Oro;2011;4
Hípica;Campeonatos de Europa;Oro;2010;0
Hípica;Campeonatos de Europa;Oro;2009;4
Hípica;Campeonatos de Europa;Oro;2008;2
Hípica;Campeonatos de Europa;Oro;2007;0
Hípica;Campeonatos de Europa;Oro;2006;0
Hípica;Campeonatos de Europa;Oro;2005;0
Hípica;Campeonatos de Europa;Plata;2024;4
Hípica;Campeonatos de Europa;Plata;2023;6
Hípica;Campeonatos de Europa;Plata;2022;0
Hípica;Campeonatos de Europa;Plata;2021;3
Hípica;Campeonatos de Europa;Plata;2020;0
Hípica;Campeonatos de Europa;Plata;2019;2
Hípica;Campeonatos de Europa;Plata;2018;0
Hípica;Campeonatos de Europa;Plata;2017;4
Hípica;Campeonatos de Europa;Plata;2016;2
Hípica;Campeonatos de Europa;Plata;2015;3
Hípica;Campeonatos de Europa;Plata;2014;1
Hípica;Campeonatos de Europa;Plata;2013;3
Hípica;Campeonatos de Europa;Plata;2012;1
Hípica;Campeonatos de Europa;Plata;2011;3
Hípica;Campeonatos de Europa;Plata;2010;0
Hípica;Campeonatos de Europa;Plata;2009;1
Hípica;Campeonatos de Europa;Plata;2008;0
Hípica;Campeonatos de Europa;Plata;2007;5
Hípica;Campeonatos de Europa;Plata;2006;1
Hípica;Campeonatos de Europa;Plata;2005;0
Hípica;Campeonatos de Europa;Bronce;2024;2
Hípica;Campeonatos de Europa;Bronce;2023;2
Hípica;Campeonatos de Europa;Bronce;2022;0
Hípica;Campeonatos de Europa;Bronce;2021;1
Hípica;Campeonatos de Europa;Bronce;2020;0
Hípica;Campeonatos de Europa;Bronce;2019;1
Hípica;Campeonatos de Europa;Bronce;2018;2
Hípica;Campeonatos de Europa;Bronce;2017;3
Hípica;Campeonatos de Europa;Bronce;2016;3
Hípica;Campeonatos de Europa;Bronce;2015;1
Hípica;Campeonatos de Europa;Bronce;2014;1
Hípica;Campeonatos de Europa;Bronce;2013;1
Hípica;Campeonatos de Europa;Bronce;2012;0
Hípica;Campeonatos de Europa;Bronce;2011;1
Hípica;Campeonatos de Europa;Bronce;2010;1
Hípica;Campeonatos de Europa;Bronce;2009;1
Hípica;Campeonatos de Europa;Bronce;2008;1
Hípica;Campeonatos de Europa;Bronce;2007;1
Hípica;Campeonatos de Europa;Bronce;2006;0
Hípica;Campeonatos de Europa;Bronce;2005;2
Hockey;TOTAL;TOTAL;2024;2
Hockey;TOTAL;TOTAL;2023;2
Hockey;TOTAL;TOTAL;2022;0
Hockey;TOTAL;TOTAL;2021;2
Hockey;TOTAL;TOTAL;2020;0
Hockey;TOTAL;TOTAL;2019;3
Hockey;TOTAL;TOTAL;2018;2
Hockey;TOTAL;TOTAL;2017;0
Hockey;TOTAL;TOTAL;2016;0
Hockey;TOTAL;TOTAL;2015;1
Hockey;TOTAL;TOTAL;2014;0
Hockey;TOTAL;TOTAL;2013;1
Hockey;TOTAL;TOTAL;2012;3
Hockey;TOTAL;TOTAL;2011;1
Hockey;TOTAL;TOTAL;2010;4
Hockey;TOTAL;TOTAL;2009;2
Hockey;TOTAL;TOTAL;2008;4
Hockey;TOTAL;TOTAL;2007;4
Hockey;TOTAL;TOTAL;2006;3
Hockey;TOTAL;TOTAL;2005;3
Hockey;TOTAL;Oro;2024;1
Hockey;TOTAL;Oro;2023;0
Hockey;TOTAL;Oro;2022;0
Hockey;TOTAL;Oro;2021;0
Hockey;TOTAL;Oro;2020;0
Hockey;TOTAL;Oro;2019;1
Hockey;TOTAL;Oro;2018;1
Hockey;TOTAL;Oro;2017;0
Hockey;TOTAL;Oro;2016;0
Hockey;TOTAL;Oro;2015;0
Hockey;TOTAL;Oro;2014;0
Hockey;TOTAL;Oro;2013;1
Hockey;TOTAL;Oro;2012;0
Hockey;TOTAL;Oro;2011;0
Hockey;TOTAL;Oro;2010;0
Hockey;TOTAL;Oro;2009;0
Hockey;TOTAL;Oro;2008;1
Hockey;TOTAL;Oro;2007;0
Hockey;TOTAL;Oro;2006;0
Hockey;TOTAL;Oro;2005;1
Hockey;TOTAL;Plata;2024;1
Hockey;TOTAL;Plata;2023;0
Hockey;TOTAL;Plata;2022;0
Hockey;TOTAL;Plata;2021;1
Hockey;TOTAL;Plata;2020;0
Hockey;TOTAL;Plata;2019;1
Hockey;TOTAL;Plata;2018;0
Hockey;TOTAL;Plata;2017;0
Hockey;TOTAL;Plata;2016;0
Hockey;TOTAL;Plata;2015;0
Hockey;TOTAL;Plata;2014;0
Hockey;TOTAL;Plata;2013;0
Hockey;TOTAL;Plata;2012;1
Hockey;TOTAL;Plata;2011;1
Hockey;TOTAL;Plata;2010;2
Hockey;TOTAL;Plata;2009;0
Hockey;TOTAL;Plata;2008;1
Hockey;TOTAL;Plata;2007;3
Hockey;TOTAL;Plata;2006;1
Hockey;TOTAL;Plata;2005;0
Hockey;TOTAL;Bronce;2024;0
Hockey;TOTAL;Bronce;2023;2
Hockey;TOTAL;Bronce;2022;0
Hockey;TOTAL;Bronce;2021;1
Hockey;TOTAL;Bronce;2020;0
Hockey;TOTAL;Bronce;2019;1
Hockey;TOTAL;Bronce;2018;1
Hockey;TOTAL;Bronce;2017;0
Hockey;TOTAL;Bronce;2016;0
Hockey;TOTAL;Bronce;2015;1
Hockey;TOTAL;Bronce;2014;0
Hockey;TOTAL;Bronce;2013;0
Hockey;TOTAL;Bronce;2012;2
Hockey;TOTAL;Bronce;2011;0
Hockey;TOTAL;Bronce;2010;2
Hockey;TOTAL;Bronce;2009;2
Hockey;TOTAL;Bronce;2008;2
Hockey;TOTAL;Bronce;2007;1
Hockey;TOTAL;Bronce;2006;2
Hockey;TOTAL;Bronce;2005;2
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2024;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2023;1
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2022;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2021;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2020;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2019;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2018;1
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2017;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2016;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2015;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2014;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2013;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2012;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2011;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2010;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2009;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2008;1
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2007;2
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2006;1
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2005;1
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2024;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2023;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2022;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2021;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2020;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2019;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2018;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2017;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2016;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2015;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2014;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2013;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2012;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2011;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2010;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2009;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2008;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2007;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2006;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2005;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2024;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2023;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2022;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2021;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2020;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2019;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2018;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2017;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2016;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2015;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2014;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2013;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2012;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2011;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2010;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2009;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2008;1
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2007;1
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2006;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2005;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2024;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2023;1
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2022;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2021;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2020;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2019;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2018;1
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2017;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2016;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2015;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2014;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2013;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2012;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2011;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2010;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2009;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2008;0
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2007;1
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2006;1
Hockey;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2005;1
Hockey;Campeonatos de Europa;TOTAL;2024;2
Hockey;Campeonatos de Europa;TOTAL;2023;1
Hockey;Campeonatos de Europa;TOTAL;2022;0
Hockey;Campeonatos de Europa;TOTAL;2021;2
Hockey;Campeonatos de Europa;TOTAL;2020;0
Hockey;Campeonatos de Europa;TOTAL;2019;3
Hockey;Campeonatos de Europa;TOTAL;2018;1
Hockey;Campeonatos de Europa;TOTAL;2017;0
Hockey;Campeonatos de Europa;TOTAL;2016;0
Hockey;Campeonatos de Europa;TOTAL;2015;1
Hockey;Campeonatos de Europa;TOTAL;2014;0
Hockey;Campeonatos de Europa;TOTAL;2013;1
Hockey;Campeonatos de Europa;TOTAL;2012;3
Hockey;Campeonatos de Europa;TOTAL;2011;1
Hockey;Campeonatos de Europa;TOTAL;2010;4
Hockey;Campeonatos de Europa;TOTAL;2009;2
Hockey;Campeonatos de Europa;TOTAL;2008;3
Hockey;Campeonatos de Europa;TOTAL;2007;2
Hockey;Campeonatos de Europa;TOTAL;2006;2
Hockey;Campeonatos de Europa;TOTAL;2005;2
Hockey;Campeonatos de Europa;Oro;2024;1
Hockey;Campeonatos de Europa;Oro;2023;0
Hockey;Campeonatos de Europa;Oro;2022;0
Hockey;Campeonatos de Europa;Oro;2021;0
Hockey;Campeonatos de Europa;Oro;2020;0
Hockey;Campeonatos de Europa;Oro;2019;1
Hockey;Campeonatos de Europa;Oro;2018;1
Hockey;Campeonatos de Europa;Oro;2017;0
Hockey;Campeonatos de Europa;Oro;2016;0
Hockey;Campeonatos de Europa;Oro;2015;0
Hockey;Campeonatos de Europa;Oro;2014;0
Hockey;Campeonatos de Europa;Oro;2013;1
Hockey;Campeonatos de Europa;Oro;2012;0
Hockey;Campeonatos de Europa;Oro;2011;0
Hockey;Campeonatos de Europa;Oro;2010;0
Hockey;Campeonatos de Europa;Oro;2009;0
Hockey;Campeonatos de Europa;Oro;2008;1
Hockey;Campeonatos de Europa;Oro;2007;0
Hockey;Campeonatos de Europa;Oro;2006;0
Hockey;Campeonatos de Europa;Oro;2005;1
Hockey;Campeonatos de Europa;Plata;2024;1
Hockey;Campeonatos de Europa;Plata;2023;0
Hockey;Campeonatos de Europa;Plata;2022;0
Hockey;Campeonatos de Europa;Plata;2021;1
Hockey;Campeonatos de Europa;Plata;2020;0
Hockey;Campeonatos de Europa;Plata;2019;1
Hockey;Campeonatos de Europa;Plata;2018;0
Hockey;Campeonatos de Europa;Plata;2017;0
Hockey;Campeonatos de Europa;Plata;2016;0
Hockey;Campeonatos de Europa;Plata;2015;0
Hockey;Campeonatos de Europa;Plata;2014;0
Hockey;Campeonatos de Europa;Plata;2013;0
Hockey;Campeonatos de Europa;Plata;2012;1
Hockey;Campeonatos de Europa;Plata;2011;1
Hockey;Campeonatos de Europa;Plata;2010;2
Hockey;Campeonatos de Europa;Plata;2009;0
Hockey;Campeonatos de Europa;Plata;2008;0
Hockey;Campeonatos de Europa;Plata;2007;2
Hockey;Campeonatos de Europa;Plata;2006;1
Hockey;Campeonatos de Europa;Plata;2005;0
Hockey;Campeonatos de Europa;Bronce;2024;0
Hockey;Campeonatos de Europa;Bronce;2023;1
Hockey;Campeonatos de Europa;Bronce;2022;0
Hockey;Campeonatos de Europa;Bronce;2021;1
Hockey;Campeonatos de Europa;Bronce;2020;0
Hockey;Campeonatos de Europa;Bronce;2019;1
Hockey;Campeonatos de Europa;Bronce;2018;0
Hockey;Campeonatos de Europa;Bronce;2017;0
Hockey;Campeonatos de Europa;Bronce;2016;0
Hockey;Campeonatos de Europa;Bronce;2015;1
Hockey;Campeonatos de Europa;Bronce;2014;0
Hockey;Campeonatos de Europa;Bronce;2013;0
Hockey;Campeonatos de Europa;Bronce;2012;2
Hockey;Campeonatos de Europa;Bronce;2011;0
Hockey;Campeonatos de Europa;Bronce;2010;2
Hockey;Campeonatos de Europa;Bronce;2009;2
Hockey;Campeonatos de Europa;Bronce;2008;2
Hockey;Campeonatos de Europa;Bronce;2007;0
Hockey;Campeonatos de Europa;Bronce;2006;1
Hockey;Campeonatos de Europa;Bronce;2005;1
Judo;TOTAL;TOTAL;2024;37
Judo;TOTAL;TOTAL;2023;46
Judo;TOTAL;TOTAL;2022;36
Judo;TOTAL;TOTAL;2021;20
Judo;TOTAL;TOTAL;2020;4
Judo;TOTAL;TOTAL;2019;49
Judo;TOTAL;TOTAL;2018;53
Judo;TOTAL;TOTAL;2017;38
Judo;TOTAL;TOTAL;2016;40
Judo;TOTAL;TOTAL;2015;15
Judo;TOTAL;TOTAL;2014;19
Judo;TOTAL;TOTAL;2013;17
Judo;TOTAL;TOTAL;2012;12
Judo;TOTAL;TOTAL;2011;28
Judo;TOTAL;TOTAL;2010;27
Judo;TOTAL;TOTAL;2009;21
Judo;TOTAL;TOTAL;2008;25
Judo;TOTAL;TOTAL;2007;20
Judo;TOTAL;TOTAL;2006;8
Judo;TOTAL;TOTAL;2005;9
Judo;TOTAL;Oro;2024;6
Judo;TOTAL;Oro;2023;8
Judo;TOTAL;Oro;2022;8
Judo;TOTAL;Oro;2021;6
Judo;TOTAL;Oro;2020;1
Judo;TOTAL;Oro;2019;8
Judo;TOTAL;Oro;2018;7
Judo;TOTAL;Oro;2017;6
Judo;TOTAL;Oro;2016;10
Judo;TOTAL;Oro;2015;3
Judo;TOTAL;Oro;2014;5
Judo;TOTAL;Oro;2013;1
Judo;TOTAL;Oro;2012;3
Judo;TOTAL;Oro;2011;3
Judo;TOTAL;Oro;2010;5
Judo;TOTAL;Oro;2009;3
Judo;TOTAL;Oro;2008;5
Judo;TOTAL;Oro;2007;4
Judo;TOTAL;Oro;2006;0
Judo;TOTAL;Oro;2005;3
Judo;TOTAL;Plata;2024;10
Judo;TOTAL;Plata;2023;19
Judo;TOTAL;Plata;2022;12
Judo;TOTAL;Plata;2021;3
Judo;TOTAL;Plata;2020;0
Judo;TOTAL;Plata;2019;28
Judo;TOTAL;Plata;2018;18
Judo;TOTAL;Plata;2017;15
Judo;TOTAL;Plata;2016;16
Judo;TOTAL;Plata;2015;7
Judo;TOTAL;Plata;2014;3
Judo;TOTAL;Plata;2013;6
Judo;TOTAL;Plata;2012;4
Judo;TOTAL;Plata;2011;7
Judo;TOTAL;Plata;2010;10
Judo;TOTAL;Plata;2009;12
Judo;TOTAL;Plata;2008;11
Judo;TOTAL;Plata;2007;7
Judo;TOTAL;Plata;2006;2
Judo;TOTAL;Plata;2005;2
Judo;TOTAL;Bronce;2024;21
Judo;TOTAL;Bronce;2023;19
Judo;TOTAL;Bronce;2022;16
Judo;TOTAL;Bronce;2021;11
Judo;TOTAL;Bronce;2020;3
Judo;TOTAL;Bronce;2019;13
Judo;TOTAL;Bronce;2018;28
Judo;TOTAL;Bronce;2017;17
Judo;TOTAL;Bronce;2016;14
Judo;TOTAL;Bronce;2015;5
Judo;TOTAL;Bronce;2014;11
Judo;TOTAL;Bronce;2013;10
Judo;TOTAL;Bronce;2012;5
Judo;TOTAL;Bronce;2011;18
Judo;TOTAL;Bronce;2010;12
Judo;TOTAL;Bronce;2009;6
Judo;TOTAL;Bronce;2008;9
Judo;TOTAL;Bronce;2007;9
Judo;TOTAL;Bronce;2006;6
Judo;TOTAL;Bronce;2005;4
Judo;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2024;7
Judo;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2023;16
Judo;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2022;9
Judo;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2021;10
Judo;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2020;0
Judo;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2019;11
Judo;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2018;9
Judo;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2017;16
Judo;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2016;6
