Federación;Comunidad autónoma;periodo;Total
Tenis;Extremadura;2016;29
Tenis;Extremadura;2015;29
Tenis;Extremadura;2014;29
Tenis;Extremadura;2013;28
Tenis;Extremadura;2012;29
Tenis;Extremadura;2011;30
Tenis;Extremadura;2010;27
Tenis;Extremadura;2009;25
Tenis;Extremadura;2008;23
Tenis;Extremadura;2007;23
Tenis;Galicia;2024;81
Tenis;Galicia;2023;79
Tenis;Galicia;2022;79
Tenis;Galicia;2021;82
Tenis;Galicia;2020;77
Tenis;Galicia;2019;76
Tenis;Galicia;2018;83
Tenis;Galicia;2017;82
Tenis;Galicia;2016;85
Tenis;Galicia;2015;90
Tenis;Galicia;2014;86
Tenis;Galicia;2013;86
Tenis;Galicia;2012;85
Tenis;Galicia;2011;83
Tenis;Galicia;2010;83
Tenis;Galicia;2009;85
Tenis;Galicia;2008;84
Tenis;Galicia;2007;82
Tenis;Madrid, Comunidad de;2024;120
Tenis;Madrid, Comunidad de;2023;118
Tenis;Madrid, Comunidad de;2022;118
Tenis;Madrid, Comunidad de;2021;114
Tenis;Madrid, Comunidad de;2020;116
Tenis;Madrid, Comunidad de;2019;114
Tenis;Madrid, Comunidad de;2018;112
Tenis;Madrid, Comunidad de;2017;113
Tenis;Madrid, Comunidad de;2016;117
Tenis;Madrid, Comunidad de;2015;118
Tenis;Madrid, Comunidad de;2014;114
Tenis;Madrid, Comunidad de;2013;111
Tenis;Madrid, Comunidad de;2012;111
Tenis;Madrid, Comunidad de;2011;109
Tenis;Madrid, Comunidad de;2010;107
Tenis;Madrid, Comunidad de;2009;101
Tenis;Madrid, Comunidad de;2008;101
Tenis;Madrid, Comunidad de;2007;98
Tenis;Murcia, Región de;2024;39
Tenis;Murcia, Región de;2023;37
Tenis;Murcia, Región de;2022;34
Tenis;Murcia, Región de;2021;34
Tenis;Murcia, Región de;2020;32
Tenis;Murcia, Región de;2019;33
Tenis;Murcia, Región de;2018;34
Tenis;Murcia, Región de;2017;34
Tenis;Murcia, Región de;2016;34
Tenis;Murcia, Región de;2015;34
Tenis;Murcia, Región de;2014;32
Tenis;Murcia, Región de;2013;37
Tenis;Murcia, Región de;2012;35
Tenis;Murcia, Región de;2011;38
Tenis;Murcia, Región de;2010;37
Tenis;Murcia, Región de;2009;36
Tenis;Murcia, Región de;2008;34
Tenis;Murcia, Región de;2007;31
Tenis;Navarra, Comunidad Foral de;2024;15
Tenis;Navarra, Comunidad Foral de;2023;15
Tenis;Navarra, Comunidad Foral de;2022;14
Tenis;Navarra, Comunidad Foral de;2021;14
Tenis;Navarra, Comunidad Foral de;2020;15
Tenis;Navarra, Comunidad Foral de;2019;14
Tenis;Navarra, Comunidad Foral de;2018;14
Tenis;Navarra, Comunidad Foral de;2017;14
Tenis;Navarra, Comunidad Foral de;2016;14
Tenis;Navarra, Comunidad Foral de;2015;14
Tenis;Navarra, Comunidad Foral de;2014;14
Tenis;Navarra, Comunidad Foral de;2013;15
Tenis;Navarra, Comunidad Foral de;2012;14
Tenis;Navarra, Comunidad Foral de;2011;16
Tenis;Navarra, Comunidad Foral de;2010;16
Tenis;Navarra, Comunidad Foral de;2009;17
Tenis;Navarra, Comunidad Foral de;2008;17
Tenis;Navarra, Comunidad Foral de;2007;16
Tenis;País Vasco;2024;42
Tenis;País Vasco;2023;41
Tenis;País Vasco;2022;41
Tenis;País Vasco;2021;43
Tenis;País Vasco;2020;43
Tenis;País Vasco;2019;43
Tenis;País Vasco;2018;42
Tenis;País Vasco;2017;39
Tenis;País Vasco;2016;39
Tenis;País Vasco;2015;43
Tenis;País Vasco;2014;42
Tenis;País Vasco;2013;38
Tenis;País Vasco;2012;36
Tenis;País Vasco;2011;36
Tenis;País Vasco;2010;36
Tenis;País Vasco;2009;36
Tenis;País Vasco;2008;36
Tenis;País Vasco;2007;38
Tenis;Rioja, La;2024;11
Tenis;Rioja, La;2023;11
Tenis;Rioja, La;2022;11
Tenis;Rioja, La;2021;9
Tenis;Rioja, La;2020;9
Tenis;Rioja, La;2019;9
Tenis;Rioja, La;2018;9
Tenis;Rioja, La;2017;9
Tenis;Rioja, La;2016;9
Tenis;Rioja, La;2015;8
Tenis;Rioja, La;2014;8
Tenis;Rioja, La;2013;8
Tenis;Rioja, La;2012;9
Tenis;Rioja, La;2011;9
Tenis;Rioja, La;2010;10
Tenis;Rioja, La;2009;9
Tenis;Rioja, La;2008;8
Tenis;Rioja, La;2007;8
Tenis;Ceuta;2024;4
Tenis;Ceuta;2023;4
Tenis;Ceuta;2022;4
Tenis;Ceuta;2021;4
Tenis;Ceuta;2020;4
Tenis;Ceuta;2019;4
Tenis;Ceuta;2018;4
Tenis;Ceuta;2017;4
Tenis;Ceuta;2016;4
Tenis;Ceuta;2015;4
Tenis;Ceuta;2014;4
Tenis;Ceuta;2013;2
Tenis;Ceuta;2012;2
Tenis;Ceuta;2011;3
Tenis;Ceuta;2010;3
Tenis;Ceuta;2009;2
Tenis;Ceuta;2008;2
Tenis;Ceuta;2007;2
Tenis;Melilla;2024;4
Tenis;Melilla;2023;4
Tenis;Melilla;2022;4
Tenis;Melilla;2021;4
Tenis;Melilla;2020;4
Tenis;Melilla;2019;4
Tenis;Melilla;2018;1
Tenis;Melilla;2017;1
Tenis;Melilla;2016;3
Tenis;Melilla;2015;3
Tenis;Melilla;2014;3
Tenis;Melilla;2013;3
Tenis;Melilla;2012;3
Tenis;Melilla;2011;3
Tenis;Melilla;2010;3
Tenis;Melilla;2009;3
Tenis;Melilla;2008;3
Tenis;Melilla;2007;3
Tenis;Sin territorializar;2024;0
Tenis;Sin territorializar;2023;0
Tenis;Sin territorializar;2022;0
Tenis;Sin territorializar;2021;0
Tenis;Sin territorializar;2020;0
Tenis;Sin territorializar;2019;0
Tenis;Sin territorializar;2018;0
Tenis;Sin territorializar;2017;0
Tenis;Sin territorializar;2016;0
Tenis;Sin territorializar;2015;0
Tenis;Sin territorializar;2014;0
Tenis;Sin territorializar;2013;0
Tenis;Sin territorializar;2012;0
Tenis;Sin territorializar;2011;0
Tenis;Sin territorializar;2010;0
Tenis;Sin territorializar;2009;0
Tenis;Sin territorializar;2008;0
Tenis;Sin territorializar;2007;0
Tenis de Mesa;TOTAL;2024;519
Tenis de Mesa;TOTAL;2023;490
Tenis de Mesa;TOTAL;2022;497
Tenis de Mesa;TOTAL;2021;499
Tenis de Mesa;TOTAL;2020;476
Tenis de Mesa;TOTAL;2019;514
Tenis de Mesa;TOTAL;2018;496
Tenis de Mesa;TOTAL;2017;481
Tenis de Mesa;TOTAL;2016;455
Tenis de Mesa;TOTAL;2015;472
Tenis de Mesa;TOTAL;2014;502
Tenis de Mesa;TOTAL;2013;515
Tenis de Mesa;TOTAL;2012;510
Tenis de Mesa;TOTAL;2011;515
Tenis de Mesa;TOTAL;2010;488
Tenis de Mesa;TOTAL;2009;488
Tenis de Mesa;TOTAL;2008;601
Tenis de Mesa;TOTAL;2007;589
Tenis de Mesa;Andalucía;2024;76
Tenis de Mesa;Andalucía;2023;57
Tenis de Mesa;Andalucía;2022;80
Tenis de Mesa;Andalucía;2021;72
Tenis de Mesa;Andalucía;2020;88
Tenis de Mesa;Andalucía;2019;83
Tenis de Mesa;Andalucía;2018;78
Tenis de Mesa;Andalucía;2017;84
Tenis de Mesa;Andalucía;2016;78
Tenis de Mesa;Andalucía;2015;83
Tenis de Mesa;Andalucía;2014;83
Tenis de Mesa;Andalucía;2013;83
Tenis de Mesa;Andalucía;2012;84
Tenis de Mesa;Andalucía;2011;81
Tenis de Mesa;Andalucía;2010;81
Tenis de Mesa;Andalucía;2009;81
Tenis de Mesa;Andalucía;2008;81
Tenis de Mesa;Andalucía;2007;80
Tenis de Mesa;Aragón;2024;14
Tenis de Mesa;Aragón;2023;14
Tenis de Mesa;Aragón;2022;12
Tenis de Mesa;Aragón;2021;12
Tenis de Mesa;Aragón;2020;7
Tenis de Mesa;Aragón;2019;9
Tenis de Mesa;Aragón;2018;8
Tenis de Mesa;Aragón;2017;10
Tenis de Mesa;Aragón;2016;11
Tenis de Mesa;Aragón;2015;15
Tenis de Mesa;Aragón;2014;18
Tenis de Mesa;Aragón;2013;18
Tenis de Mesa;Aragón;2012;20
Tenis de Mesa;Aragón;2011;20
Tenis de Mesa;Aragón;2010;8
Tenis de Mesa;Aragón;2009;8
Tenis de Mesa;Aragón;2008;17
Tenis de Mesa;Aragón;2007;17
Tenis de Mesa;Asturias, Principado de;2024;9
Tenis de Mesa;Asturias, Principado de;2023;8
Tenis de Mesa;Asturias, Principado de;2022;9
Tenis de Mesa;Asturias, Principado de;2021;10
Tenis de Mesa;Asturias, Principado de;2020;10
Tenis de Mesa;Asturias, Principado de;2019;9
Tenis de Mesa;Asturias, Principado de;2018;10
Tenis de Mesa;Asturias, Principado de;2017;9
Tenis de Mesa;Asturias, Principado de;2016;10
Tenis de Mesa;Asturias, Principado de;2015;6
Tenis de Mesa;Asturias, Principado de;2014;13
Tenis de Mesa;Asturias, Principado de;2013;13
Tenis de Mesa;Asturias, Principado de;2012;12
Tenis de Mesa;Asturias, Principado de;2011;12
Tenis de Mesa;Asturias, Principado de;2010;10
Tenis de Mesa;Asturias, Principado de;2009;10
Tenis de Mesa;Asturias, Principado de;2008;19
Tenis de Mesa;Asturias, Principado de;2007;17
Tenis de Mesa;Balears, Illes;2024;18
Tenis de Mesa;Balears, Illes;2023;17
Tenis de Mesa;Balears, Illes;2022;18
Tenis de Mesa;Balears, Illes;2021;19
Tenis de Mesa;Balears, Illes;2020;20
Tenis de Mesa;Balears, Illes;2019;20
Tenis de Mesa;Balears, Illes;2018;20
Tenis de Mesa;Balears, Illes;2017;21
Tenis de Mesa;Balears, Illes;2016;19
Tenis de Mesa;Balears, Illes;2015;19
Tenis de Mesa;Balears, Illes;2014;17
Tenis de Mesa;Balears, Illes;2013;16
Tenis de Mesa;Balears, Illes;2012;15
Tenis de Mesa;Balears, Illes;2011;16
Tenis de Mesa;Balears, Illes;2010;13
Tenis de Mesa;Balears, Illes;2009;13
Tenis de Mesa;Balears, Illes;2008;22
Tenis de Mesa;Balears, Illes;2007;21
Tenis de Mesa;Canarias;2024;28
Tenis de Mesa;Canarias;2023;27
Tenis de Mesa;Canarias;2022;28
Tenis de Mesa;Canarias;2021;28
Tenis de Mesa;Canarias;2020;27
Tenis de Mesa;Canarias;2019;34
Tenis de Mesa;Canarias;2018;31
Tenis de Mesa;Canarias;2017;34
Tenis de Mesa;Canarias;2016;34
Tenis de Mesa;Canarias;2015;32
Tenis de Mesa;Canarias;2014;33
Tenis de Mesa;Canarias;2013;28
Tenis de Mesa;Canarias;2012;27
Tenis de Mesa;Canarias;2011;31
Tenis de Mesa;Canarias;2010;37
Tenis de Mesa;Canarias;2009;37
Tenis de Mesa;Canarias;2008;15
Tenis de Mesa;Canarias;2007;14
Tenis de Mesa;Cantabria;2024;9
Tenis de Mesa;Cantabria;2023;7
Tenis de Mesa;Cantabria;2022;8
Tenis de Mesa;Cantabria;2021;9
Tenis de Mesa;Cantabria;2020;8
Tenis de Mesa;Cantabria;2019;11
Tenis de Mesa;Cantabria;2018;11
Tenis de Mesa;Cantabria;2017;10
Tenis de Mesa;Cantabria;2016;10
Tenis de Mesa;Cantabria;2015;12
Tenis de Mesa;Cantabria;2014;14
Tenis de Mesa;Cantabria;2013;14
Tenis de Mesa;Cantabria;2012;16
Tenis de Mesa;Cantabria;2011;8
Tenis de Mesa;Cantabria;2010;4
Tenis de Mesa;Cantabria;2009;4
Tenis de Mesa;Cantabria;2008;8
Tenis de Mesa;Cantabria;2007;8
Tenis de Mesa;Castilla y León;2024;25
Tenis de Mesa;Castilla y León;2023;26
Tenis de Mesa;Castilla y León;2022;23
Tenis de Mesa;Castilla y León;2021;23
Tenis de Mesa;Castilla y León;2020;21
Tenis de Mesa;Castilla y León;2019;23
Tenis de Mesa;Castilla y León;2018;23
Tenis de Mesa;Castilla y León;2017;22
Tenis de Mesa;Castilla y León;2016;23
Tenis de Mesa;Castilla y León;2015;23
Tenis de Mesa;Castilla y León;2014;18
Tenis de Mesa;Castilla y León;2013;32
Tenis de Mesa;Castilla y León;2012;35
Tenis de Mesa;Castilla y León;2011;37
Tenis de Mesa;Castilla y León;2010;35
Tenis de Mesa;Castilla y León;2009;35
Tenis de Mesa;Castilla y León;2008;81
Tenis de Mesa;Castilla y León;2007;80
Tenis de Mesa;Castilla-La Mancha;2024;17
Tenis de Mesa;Castilla-La Mancha;2023;18
Tenis de Mesa;Castilla-La Mancha;2022;19
Tenis de Mesa;Castilla-La Mancha;2021;21
Tenis de Mesa;Castilla-La Mancha;2020;22
Tenis de Mesa;Castilla-La Mancha;2019;22
Tenis de Mesa;Castilla-La Mancha;2018;22
Tenis de Mesa;Castilla-La Mancha;2017;22
Tenis de Mesa;Castilla-La Mancha;2016;20
Tenis de Mesa;Castilla-La Mancha;2015;23
Tenis de Mesa;Castilla-La Mancha;2014;21
Tenis de Mesa;Castilla-La Mancha;2013;18
Tenis de Mesa;Castilla-La Mancha;2012;16
Tenis de Mesa;Castilla-La Mancha;2011;19
Tenis de Mesa;Castilla-La Mancha;2010;18
Tenis de Mesa;Castilla-La Mancha;2009;18
Tenis de Mesa;Castilla-La Mancha;2008;20
Tenis de Mesa;Castilla-La Mancha;2007;18
Tenis de Mesa;Cataluña;2024;137
Tenis de Mesa;Cataluña;2023;129
Tenis de Mesa;Cataluña;2022;119
Tenis de Mesa;Cataluña;2021;120
Tenis de Mesa;Cataluña;2020;104
Tenis de Mesa;Cataluña;2019;126
Tenis de Mesa;Cataluña;2018;122
Tenis de Mesa;Cataluña;2017;96
Tenis de Mesa;Cataluña;2016;93
Tenis de Mesa;Cataluña;2015;103
Tenis de Mesa;Cataluña;2014;116
Tenis de Mesa;Cataluña;2013;115
Tenis de Mesa;Cataluña;2012;113
Tenis de Mesa;Cataluña;2011;112
Tenis de Mesa;Cataluña;2010;110
Tenis de Mesa;Cataluña;2009;110
Tenis de Mesa;Cataluña;2008;92
Tenis de Mesa;Cataluña;2007;91
Tenis de Mesa;Comunitat Valenciana;2024;36
Tenis de Mesa;Comunitat Valenciana;2023;38
Tenis de Mesa;Comunitat Valenciana;2022;37
Tenis de Mesa;Comunitat Valenciana;2021;37
Tenis de Mesa;Comunitat Valenciana;2020;26
Tenis de Mesa;Comunitat Valenciana;2019;28
Tenis de Mesa;Comunitat Valenciana;2018;20
Tenis de Mesa;Comunitat Valenciana;2017;26
Tenis de Mesa;Comunitat Valenciana;2016;24
Tenis de Mesa;Comunitat Valenciana;2015;29
Tenis de Mesa;Comunitat Valenciana;2014;34
Tenis de Mesa;Comunitat Valenciana;2013;36
Tenis de Mesa;Comunitat Valenciana;2012;33
Tenis de Mesa;Comunitat Valenciana;2011;34
Tenis de Mesa;Comunitat Valenciana;2010;26
Tenis de Mesa;Comunitat Valenciana;2009;26
Tenis de Mesa;Comunitat Valenciana;2008;42
Tenis de Mesa;Comunitat Valenciana;2007;41
Tenis de Mesa;Extremadura;2024;12
Tenis de Mesa;Extremadura;2023;11
Tenis de Mesa;Extremadura;2022;14
Tenis de Mesa;Extremadura;2021;13
Tenis de Mesa;Extremadura;2020;15
Tenis de Mesa;Extremadura;2019;17
Tenis de Mesa;Extremadura;2018;20
Tenis de Mesa;Extremadura;2017;20
Tenis de Mesa;Extremadura;2016;17
Tenis de Mesa;Extremadura;2015;15
Tenis de Mesa;Extremadura;2014;14
Tenis de Mesa;Extremadura;2013;16
Tenis de Mesa;Extremadura;2012;17
Tenis de Mesa;Extremadura;2011;25
Tenis de Mesa;Extremadura;2010;23
Tenis de Mesa;Extremadura;2009;23
Tenis de Mesa;Extremadura;2008;21
Tenis de Mesa;Extremadura;2007;21
Tenis de Mesa;Galicia;2024;46
Tenis de Mesa;Galicia;2023;47
Tenis de Mesa;Galicia;2022;46
Tenis de Mesa;Galicia;2021;47
Tenis de Mesa;Galicia;2020;48
Tenis de Mesa;Galicia;2019;46
Tenis de Mesa;Galicia;2018;51
Tenis de Mesa;Galicia;2017;49
Tenis de Mesa;Galicia;2016;44
Tenis de Mesa;Galicia;2015;38
Tenis de Mesa;Galicia;2014;43
Tenis de Mesa;Galicia;2013;40
Tenis de Mesa;Galicia;2012;39
Tenis de Mesa;Galicia;2011;39
Tenis de Mesa;Galicia;2010;42
Tenis de Mesa;Galicia;2009;42
Tenis de Mesa;Galicia;2008;68
Tenis de Mesa;Galicia;2007;67
Tenis de Mesa;Madrid, Comunidad de;2024;49
Tenis de Mesa;Madrid, Comunidad de;2023;46
Tenis de Mesa;Madrid, Comunidad de;2022;44
Tenis de Mesa;Madrid, Comunidad de;2021;45
Tenis de Mesa;Madrid, Comunidad de;2020;43
Tenis de Mesa;Madrid, Comunidad de;2019;45
Tenis de Mesa;Madrid, Comunidad de;2018;43
Tenis de Mesa;Madrid, Comunidad de;2017;42
Tenis de Mesa;Madrid, Comunidad de;2016;41
Tenis de Mesa;Madrid, Comunidad de;2015;42
Tenis de Mesa;Madrid, Comunidad de;2014;44
Tenis de Mesa;Madrid, Comunidad de;2013;43
Tenis de Mesa;Madrid, Comunidad de;2012;42
Tenis de Mesa;Madrid, Comunidad de;2011;39
Tenis de Mesa;Madrid, Comunidad de;2010;31
Tenis de Mesa;Madrid, Comunidad de;2009;31
Tenis de Mesa;Madrid, Comunidad de;2008;52
Tenis de Mesa;Madrid, Comunidad de;2007;52
Tenis de Mesa;Murcia, Región de;2024;19
Tenis de Mesa;Murcia, Región de;2023;20
Tenis de Mesa;Murcia, Región de;2022;16
Tenis de Mesa;Murcia, Región de;2021;16
Tenis de Mesa;Murcia, Región de;2020;14
Tenis de Mesa;Murcia, Región de;2019;14
Tenis de Mesa;Murcia, Región de;2018;13
Tenis de Mesa;Murcia, Región de;2017;13
Tenis de Mesa;Murcia, Región de;2016;13
Tenis de Mesa;Murcia, Región de;2015;13
Tenis de Mesa;Murcia, Región de;2014;13
Tenis de Mesa;Murcia, Región de;2013;22
Tenis de Mesa;Murcia, Región de;2012;21
Tenis de Mesa;Murcia, Región de;2011;20
Tenis de Mesa;Murcia, Región de;2010;15
Tenis de Mesa;Murcia, Región de;2009;15
Tenis de Mesa;Murcia, Región de;2008;27
Tenis de Mesa;Murcia, Región de;2007;27
Tenis de Mesa;Navarra, Comunidad Foral de;2024;4
Tenis de Mesa;Navarra, Comunidad Foral de;2023;6
Tenis de Mesa;Navarra, Comunidad Foral de;2022;5
Tenis de Mesa;Navarra, Comunidad Foral de;2021;7
Tenis de Mesa;Navarra, Comunidad Foral de;2020;5
Tenis de Mesa;Navarra, Comunidad Foral de;2019;7
Tenis de Mesa;Navarra, Comunidad Foral de;2018;7
Tenis de Mesa;Navarra, Comunidad Foral de;2017;6
Tenis de Mesa;Navarra, Comunidad Foral de;2016;5
Tenis de Mesa;Navarra, Comunidad Foral de;2015;4
Tenis de Mesa;Navarra, Comunidad Foral de;2014;4
Tenis de Mesa;Navarra, Comunidad Foral de;2013;3
Tenis de Mesa;Navarra, Comunidad Foral de;2012;2
Tenis de Mesa;Navarra, Comunidad Foral de;2011;2
Tenis de Mesa;Navarra, Comunidad Foral de;2010;3
Tenis de Mesa;Navarra, Comunidad Foral de;2009;3
Tenis de Mesa;Navarra, Comunidad Foral de;2008;8
Tenis de Mesa;Navarra, Comunidad Foral de;2007;8
Tenis de Mesa;País Vasco;2024;17
Tenis de Mesa;País Vasco;2023;17
Tenis de Mesa;País Vasco;2022;16
Tenis de Mesa;País Vasco;2021;18
Tenis de Mesa;País Vasco;2020;17
Tenis de Mesa;País Vasco;2019;17
Tenis de Mesa;País Vasco;2018;16
Tenis de Mesa;País Vasco;2017;16
Tenis de Mesa;País Vasco;2016;13
Tenis de Mesa;País Vasco;2015;15
Tenis de Mesa;País Vasco;2014;17
Tenis de Mesa;País Vasco;2013;15
Tenis de Mesa;País Vasco;2012;16
Tenis de Mesa;País Vasco;2011;19
Tenis de Mesa;País Vasco;2010;31
Tenis de Mesa;País Vasco;2009;31
Tenis de Mesa;País Vasco;2008;20
Tenis de Mesa;País Vasco;2007;19
Tenis de Mesa;Rioja, La;2024;2
Tenis de Mesa;Rioja, La;2023;2
Tenis de Mesa;Rioja, La;2022;2
Tenis de Mesa;Rioja, La;2021;1
Tenis de Mesa;Rioja, La;2020;1
Tenis de Mesa;Rioja, La;2019;3
Tenis de Mesa;Rioja, La;2018;1
Tenis de Mesa;Rioja, La;2017;0
Tenis de Mesa;Rioja, La;2016;0
Tenis de Mesa;Rioja, La;2015;0
Tenis de Mesa;Rioja, La;2014;0
Tenis de Mesa;Rioja, La;2013;0
Tenis de Mesa;Rioja, La;2012;0
Tenis de Mesa;Rioja, La;2011;0
Tenis de Mesa;Rioja, La;2010;0
Tenis de Mesa;Rioja, La;2009;0
Tenis de Mesa;Rioja, La;2008;0
Tenis de Mesa;Rioja, La;2007;0
Tenis de Mesa;Ceuta;2024;0
Tenis de Mesa;Ceuta;2023;0
Tenis de Mesa;Ceuta;2022;0
Tenis de Mesa;Ceuta;2021;1
Tenis de Mesa;Ceuta;2020;0
Tenis de Mesa;Ceuta;2019;0
Tenis de Mesa;Ceuta;2018;0
Tenis de Mesa;Ceuta;2017;1
Tenis de Mesa;Ceuta;2016;0
Tenis de Mesa;Ceuta;2015;0
Tenis de Mesa;Ceuta;2014;0
Tenis de Mesa;Ceuta;2013;3
Tenis de Mesa;Ceuta;2012;2
Tenis de Mesa;Ceuta;2011;1
Tenis de Mesa;Ceuta;2010;1
Tenis de Mesa;Ceuta;2009;1
Tenis de Mesa;Ceuta;2008;8
Tenis de Mesa;Ceuta;2007;8
Tenis de Mesa;Melilla;2024;0
Tenis de Mesa;Melilla;2023;0
Tenis de Mesa;Melilla;2022;0
Tenis de Mesa;Melilla;2021;0
Tenis de Mesa;Melilla;2020;0
Tenis de Mesa;Melilla;2019;0
Tenis de Mesa;Melilla;2018;0
Tenis de Mesa;Melilla;2017;0
Tenis de Mesa;Melilla;2016;0
Tenis de Mesa;Melilla;2015;0
Tenis de Mesa;Melilla;2014;0
Tenis de Mesa;Melilla;2013;0
Tenis de Mesa;Melilla;2012;0
Tenis de Mesa;Melilla;2011;0
Tenis de Mesa;Melilla;2010;0
Tenis de Mesa;Melilla;2009;0
Tenis de Mesa;Melilla;2008;0
Tenis de Mesa;Melilla;2007;0
Tenis de Mesa;Sin territorializar;2024;1
Tenis de Mesa;Sin territorializar;2023;0
Tenis de Mesa;Sin territorializar;2022;1
Tenis de Mesa;Sin territorializar;2021;0
Tenis de Mesa;Sin territorializar;2020;0
Tenis de Mesa;Sin territorializar;2019;0
Tenis de Mesa;Sin territorializar;2018;0
Tenis de Mesa;Sin territorializar;2017;0
Tenis de Mesa;Sin territorializar;2016;0
Tenis de Mesa;Sin territorializar;2015;0
Tenis de Mesa;Sin territorializar;2014;0
Tenis de Mesa;Sin territorializar;2013;0
Tenis de Mesa;Sin territorializar;2012;0
Tenis de Mesa;Sin territorializar;2011;0
Tenis de Mesa;Sin territorializar;2010;0
Tenis de Mesa;Sin territorializar;2009;0
Tenis de Mesa;Sin territorializar;2008;0
Tenis de Mesa;Sin territorializar;2007;0
Tiro a Vuelo;TOTAL;2024;36
Tiro a Vuelo;TOTAL;2023;36
Tiro a Vuelo;TOTAL;2022;36
Tiro a Vuelo;TOTAL;2021;36
Tiro a Vuelo;TOTAL;2020;36
Tiro a Vuelo;TOTAL;2019;38
Tiro a Vuelo;TOTAL;2018;38
Tiro a Vuelo;TOTAL;2017;40
Tiro a Vuelo;TOTAL;2016;38
Tiro a Vuelo;TOTAL;2015;38
Tiro a Vuelo;TOTAL;2014;38
Tiro a Vuelo;TOTAL;2013;38
Tiro a Vuelo;TOTAL;2012;38
Tiro a Vuelo;TOTAL;2011;36
Tiro a Vuelo;TOTAL;2010;37
Tiro a Vuelo;TOTAL;2009;37
Tiro a Vuelo;TOTAL;2008;38
Tiro a Vuelo;TOTAL;2007;38
Tiro a Vuelo;Andalucía;2024;6
Tiro a Vuelo;Andalucía;2023;6
Tiro a Vuelo;Andalucía;2022;6
Tiro a Vuelo;Andalucía;2021;6
Tiro a Vuelo;Andalucía;2020;6
Tiro a Vuelo;Andalucía;2019;6
Tiro a Vuelo;Andalucía;2018;6
Tiro a Vuelo;Andalucía;2017;6
Tiro a Vuelo;Andalucía;2016;6
Tiro a Vuelo;Andalucía;2015;6
Tiro a Vuelo;Andalucía;2014;6
Tiro a Vuelo;Andalucía;2013;6
Tiro a Vuelo;Andalucía;2012;6
Tiro a Vuelo;Andalucía;2011;6
Tiro a Vuelo;Andalucía;2010;6
Tiro a Vuelo;Andalucía;2009;6
Tiro a Vuelo;Andalucía;2008;6
Tiro a Vuelo;Andalucía;2007;6
Tiro a Vuelo;Aragón;2024;0
Tiro a Vuelo;Aragón;2023;0
Tiro a Vuelo;Aragón;2022;0
Tiro a Vuelo;Aragón;2021;0
Tiro a Vuelo;Aragón;2020;0
Tiro a Vuelo;Aragón;2019;0
Tiro a Vuelo;Aragón;2018;0
Tiro a Vuelo;Aragón;2017;0
Tiro a Vuelo;Aragón;2016;0
Tiro a Vuelo;Aragón;2015;0
Tiro a Vuelo;Aragón;2014;0
Tiro a Vuelo;Aragón;2013;0
Tiro a Vuelo;Aragón;2012;0
Tiro a Vuelo;Aragón;2011;0
Tiro a Vuelo;Aragón;2010;0
Tiro a Vuelo;Aragón;2009;0
Tiro a Vuelo;Aragón;2008;0
Tiro a Vuelo;Aragón;2007;0
Tiro a Vuelo;Asturias, Principado de;2024;0
Tiro a Vuelo;Asturias, Principado de;2023;0
Tiro a Vuelo;Asturias, Principado de;2022;0
Tiro a Vuelo;Asturias, Principado de;2021;0
Tiro a Vuelo;Asturias, Principado de;2020;0
Tiro a Vuelo;Asturias, Principado de;2019;0
Tiro a Vuelo;Asturias, Principado de;2018;0
Tiro a Vuelo;Asturias, Principado de;2017;0
Tiro a Vuelo;Asturias, Principado de;2016;0
Tiro a Vuelo;Asturias, Principado de;2015;0
Tiro a Vuelo;Asturias, Principado de;2014;0
Tiro a Vuelo;Asturias, Principado de;2013;0
Tiro a Vuelo;Asturias, Principado de;2012;0
Tiro a Vuelo;Asturias, Principado de;2011;0
Tiro a Vuelo;Asturias, Principado de;2010;0
Tiro a Vuelo;Asturias, Principado de;2009;0
Tiro a Vuelo;Asturias, Principado de;2008;0
Tiro a Vuelo;Asturias, Principado de;2007;0
Tiro a Vuelo;Balears, Illes;2024;2
Tiro a Vuelo;Balears, Illes;2023;2
Tiro a Vuelo;Balears, Illes;2022;2
Tiro a Vuelo;Balears, Illes;2021;2
Tiro a Vuelo;Balears, Illes;2020;2
Tiro a Vuelo;Balears, Illes;2019;2
Tiro a Vuelo;Balears, Illes;2018;2
Tiro a Vuelo;Balears, Illes;2017;2
Tiro a Vuelo;Balears, Illes;2016;1
Tiro a Vuelo;Balears, Illes;2015;1
Tiro a Vuelo;Balears, Illes;2014;1
Tiro a Vuelo;Balears, Illes;2013;1
Tiro a Vuelo;Balears, Illes;2012;1
Tiro a Vuelo;Balears, Illes;2011;1
Tiro a Vuelo;Balears, Illes;2010;1
Tiro a Vuelo;Balears, Illes;2009;1
Tiro a Vuelo;Balears, Illes;2008;1
Tiro a Vuelo;Balears, Illes;2007;1
Tiro a Vuelo;Canarias;2024;6
Tiro a Vuelo;Canarias;2023;6
Tiro a Vuelo;Canarias;2022;6
Tiro a Vuelo;Canarias;2021;6
Tiro a Vuelo;Canarias;2020;6
Tiro a Vuelo;Canarias;2019;6
Tiro a Vuelo;Canarias;2018;6
Tiro a Vuelo;Canarias;2017;6
Tiro a Vuelo;Canarias;2016;6
Tiro a Vuelo;Canarias;2015;6
Tiro a Vuelo;Canarias;2014;6
Tiro a Vuelo;Canarias;2013;6
